UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-03-28 00:00:00,355.0,262.0,20.0,22.0,2101.0,860.0
2023-03-28 01:00:00,364.0,249.0,20.0,22.0,2141.0,841.0
2023-03-28 02:00:00,359.0,257.0,20.0,25.0,1871.0,824.0
2023-03-28 03:00:00,439.0,201.0,22.0,25.0,1577.0,824.0
2023-03-28 04:00:00,659.0,242.0,22.0,25.0,1117.0,815.0
2023-03-28 05:00:00,764.0,405.0,34.0,65.0,851.0,972.0
2023-03-28 06:00:00,786.0,421.0,43.0,298.0,620.0,980.0
2023-03-28 07:00:00,650.0,364.0,50.0,769.0,533.0,947.0
2023-03-28 08:00:00,413.0,316.0,46.0,1182.0,511.0,907.0
2023-03-28 09:00:00,324.0,297.0,42.0,1447.0,532.0,881.0
2023-03-28 10:00:00,304.0,253.0,42.0,1400.0,669.0,847.0
2023-03-28 11:00:00,275.0,224.0,36.0,1371.0,807.0,800.0
2023-03-28 12:00:00,259.0,173.0,29.0,1190.0,871.0,697.0
2023-03-28 13:00:00,250.0,151.0,23.0,930.0,963.0,640.0
2023-03-28 14:00:00,260.0,224.0,25.0,857.0,1252.0,686.0
2023-03-28 15:00:00,345.0,404.0,30.0,508.0,1438.0,837.0
2023-03-28 16:00:00,505.0,518.0,35.0,193.0,1629.0,885.0
2023-03-28 17:00:00,516.0,533.0,37.0,27.0,1720.0,923.0
2023-03-28 18:00:00,554.0,594.0,49.0,0.0,1987.0,1002.0
2023-03-28 19:00:00,547.0,576.0,40.0,0.0,2364.0,951.0
2023-03-28 20:00:00,507.0,471.0,35.0,0.0,2564.0,961.0
2023-03-28 21:00:00,403.0,427.0,35.0,0.0,2967.0,835.0
2023-03-28 22:00:00,368.0,321.0,36.0,0.0,3136.0,714.0
2023-03-28 23:00:00,363.0,333.0,34.0,0.0,3341.0,872.0
