Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
43368,2023-12-13 00:00:00,2024-07-17 00:00:00,3.1,90.18,529.0,231.0,66.0,0.0,4176.0,701.0
43369,2023-12-13 01:00:00,2024-07-17 00:00:00,3.1,86.54,539.0,234.0,67.0,0.0,4511.0,697.0
43370,2023-12-13 02:00:00,2024-07-17 00:00:00,3.1,83.51,548.0,234.0,67.0,0.0,4805.0,696.0
43371,2023-12-13 03:00:00,2024-07-17 00:00:00,3.1,84.91,583.0,236.0,67.0,0.0,4986.0,695.0
43372,2023-12-13 04:00:00,2024-07-17 00:00:00,3.1,88.24,590.0,302.0,67.0,0.0,4933.0,764.0
43373,2023-12-13 05:00:00,2024-07-17 00:00:00,3.1,114.23,782.0,397.0,69.0,0.0,4637.0,849.0
43374,2023-12-13 06:00:00,2024-07-17 00:00:00,3.1,132.86,956.0,469.0,73.0,0.0,4628.0,872.0
43375,2023-12-13 07:00:00,2024-07-17 00:00:00,3.1,144.87,1044.0,520.0,75.0,0.0,4493.0,883.0
43376,2023-12-13 08:00:00,2024-07-17 00:00:00,3.1,148.84,1075.0,520.0,73.0,17.0,4381.0,915.0
43377,2023-12-13 09:00:00,2024-07-17 00:00:00,3.1,134.08,927.0,505.0,70.0,58.0,4314.0,986.0
43378,2023-12-13 10:00:00,2024-07-17 00:00:00,3.1,129.37,900.0,477.0,69.0,87.0,4345.0,990.0
43379,2023-12-13 11:00:00,2024-07-17 00:00:00,3.1,131.07,907.0,490.0,70.0,102.0,4313.0,977.0
43380,2023-12-13 12:00:00,2024-07-17 00:00:00,3.1,139.39,955.0,498.0,69.0,80.0,4197.0,931.0
43381,2023-12-13 13:00:00,2024-07-17 00:00:00,3.1,145.07,992.0,503.0,69.0,41.0,4117.0,951.0
43382,2023-12-13 14:00:00,2024-07-17 00:00:00,3.1,150.41,1004.0,511.0,70.0,8.0,3970.0,956.0
43383,2023-12-13 15:00:00,2024-07-17 00:00:00,3.1,156.7,1022.0,534.0,70.0,1.0,3789.0,983.0
43384,2023-12-13 16:00:00,2024-07-17 00:00:00,3.1,176.66,1152.0,552.0,70.0,1.0,3498.0,1000.0
43385,2023-12-13 17:00:00,2024-07-17 00:00:00,3.1,174.92,1040.0,565.0,75.0,1.0,3268.0,939.0
43386,2023-12-13 18:00:00,2024-07-17 00:00:00,3.1,179.6,1005.0,579.0,75.0,0.0,3021.0,935.0
43387,2023-12-13 19:00:00,2024-07-17 00:00:00,3.1,170.94,873.0,559.0,74.0,0.0,2827.0,934.0
43388,2023-12-13 20:00:00,2024-07-17 00:00:00,3.1,175.75,817.0,508.0,73.0,0.0,2500.0,873.0
43389,2023-12-13 21:00:00,2024-07-17 00:00:00,3.1,187.75,798.0,512.0,73.0,0.0,2123.0,891.0
43390,2023-12-13 22:00:00,2024-07-17 00:00:00,3.1,175.21,645.0,502.0,73.0,0.0,1905.0,902.0
43391,2023-12-13 23:00:00,2024-07-17 00:00:00,3.1,174.2,580.0,428.0,65.0,0.0,1675.0,843.0
