Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
39216,2023-06-23 00:00:00,2024-07-17 00:00:00,3.1,212.58,2077.0,3402.0,0.0,14.0,0.0,619.7083333333334,267.0,470.0
39217,2023-06-23 01:00:00,2024-07-17 00:00:00,3.1,216.17,2185.0,3404.0,0.0,18.0,0.0,619.2708333333334,267.0,462.0
39218,2023-06-23 02:00:00,2024-07-17 00:00:00,3.1,217.31,2171.0,3406.0,0.0,15.0,0.0,572.625,267.0,466.0
39219,2023-06-23 03:00:00,2024-07-17 00:00:00,3.1,220.06,2164.0,3410.0,0.0,15.0,8.0,505.5729166666667,262.0,485.0
39220,2023-06-23 04:00:00,2024-07-17 00:00:00,3.1,216.41,2115.0,3414.0,0.0,17.0,239.0,446.2994791666667,234.0,521.0
39221,2023-06-23 05:00:00,2024-07-17 00:00:00,3.1,211.64,2240.0,3413.0,0.0,12.0,822.0,400.59765625,215.0,560.0
39222,2023-06-23 06:00:00,2024-07-17 00:00:00,3.1,198.28,2238.0,3411.0,0.0,5.0,1732.0,354.61848958333337,212.0,615.0
39223,2023-06-23 07:00:00,2024-07-17 00:00:00,3.1,178.32,2146.0,3406.0,0.0,1.0,2849.0,229.76128472222223,210.0,585.0
39224,2023-06-23 08:00:00,2024-07-17 00:00:00,3.1,164.47,2091.0,3385.0,0.0,2.0,3842.0,70.0,208.0,545.0
39225,2023-06-23 09:00:00,2024-07-17 00:00:00,3.1,140.92,1722.0,3382.0,0.0,6.0,4650.0,178.30720124421296,202.0,513.0
39226,2023-06-23 10:00:00,2024-07-17 00:00:00,3.1,133.48,1631.0,3377.0,0.0,10.0,5011.0,246.65360062210647,203.0,501.0
39227,2023-06-23 11:00:00,2024-07-17 00:00:00,3.1,127.95,1449.0,3373.0,0.0,13.0,4945.0,264.94489052854937,208.0,503.0
39228,2023-06-23 12:00:00,2024-07-17 00:00:00,3.1,129.97,1415.0,3373.0,0.0,14.0,4586.0,487.8129807460456,207.0,556.0
39229,2023-06-23 13:00:00,2024-07-17 00:00:00,3.1,129.89,1391.0,3391.0,0.0,12.0,4077.0,651.3493919843509,209.0,531.0
39230,2023-06-23 14:00:00,2024-07-17 00:00:00,3.1,141.65,1480.0,3390.0,0.0,11.0,3382.0,520.1049758220406,210.0,540.0
39231,2023-06-23 15:00:00,2024-07-17 00:00:00,3.1,175.63,1874.0,3392.0,0.0,10.0,2396.0,103.0,222.0,544.0
39232,2023-06-23 16:00:00,2024-07-17 00:00:00,3.1,190.29,2137.0,3392.0,0.0,9.0,1730.0,429.4601766798231,218.0,560.0
39233,2023-06-23 17:00:00,2024-07-17 00:00:00,3.1,214.36,2514.0,3392.0,0.0,10.0,1051.0,673.5240912967258,219.0,632.0
39234,2023-06-23 18:00:00,2024-07-17 00:00:00,3.1,220.31,2602.0,3392.0,0.0,10.0,450.0,870.5660044352214,221.0,554.0
39235,2023-06-23 19:00:00,2024-07-17 00:00:00,3.1,222.14,2512.0,3394.0,0.0,10.0,74.0,1022.1384602652656,222.0,564.0
39236,2023-06-23 20:00:00,2024-07-17 00:00:00,3.1,218.87,2512.0,3397.0,0.0,8.0,0.0,1113.3486984835731,227.0,524.0
39237,2023-06-23 21:00:00,2024-07-17 00:00:00,3.1,216.36,2437.0,3399.0,0.0,6.0,0.0,1082.764663192961,233.0,513.0
39238,2023-06-23 22:00:00,2024-07-17 00:00:00,3.1,209.66,2146.0,3397.0,0.0,2.0,0.0,861.7457695802054,224.0,483.0
39239,2023-06-23 23:00:00,2024-07-17 00:00:00,3.1,193.92,1735.0,3396.0,0.0,4.0,0.0,699.8728847901027,210.0,445.0
