Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
35664,2023-01-26 00:00:00,205.99,811.0,268.0,51.0,1.0,1716.0,727.0
35665,2023-01-26 01:00:00,210.21,824.0,286.0,52.0,1.0,1677.0,743.0
35666,2023-01-26 02:00:00,195.29,795.0,290.0,46.0,1.0,1850.0,757.0
35667,2023-01-26 03:00:00,197.26,775.0,251.0,39.0,1.0,1716.0,755.0
35668,2023-01-26 04:00:00,197.32,771.0,288.0,40.0,1.0,1740.0,752.0
35669,2023-01-26 05:00:00,216.49,807.0,488.0,48.0,1.0,1691.0,722.0
35670,2023-01-26 06:00:00,252.32,956.0,618.0,53.0,1.0,1499.0,744.0
35671,2023-01-26 07:00:00,246.64,965.0,663.0,71.0,8.0,1601.0,777.0
35672,2023-01-26 08:00:00,263.79,1079.0,673.0,84.0,95.0,1459.0,792.0
35673,2023-01-26 09:00:00,261.16,1092.0,635.0,84.0,285.0,1323.0,789.0
35674,2023-01-26 10:00:00,234.82,1002.0,606.0,66.0,456.0,1413.0,769.0
35675,2023-01-26 11:00:00,168.31,643.0,504.0,57.0,524.0,1693.0,728.0
35676,2023-01-26 12:00:00,160.71,641.0,428.0,54.0,504.0,1802.0,724.0
35677,2023-01-26 13:00:00,152.81,656.0,409.0,52.0,399.0,2125.0,750.0
35678,2023-01-26 14:00:00,170.85,737.0,479.0,59.0,181.0,2234.0,766.0
35679,2023-01-26 15:00:00,158.45,641.0,480.0,58.0,22.0,2385.0,758.0
35680,2023-01-26 16:00:00,173.74,719.0,476.0,57.0,0.0,2436.0,604.0
35681,2023-01-26 17:00:00,158.16,646.0,471.0,53.0,0.0,2508.0,664.0
35682,2023-01-26 18:00:00,148.97,539.0,378.0,46.0,0.0,2218.0,633.0
35683,2023-01-26 19:00:00,119.78,498.0,353.0,41.0,0.0,2835.0,662.0
35684,2023-01-26 20:00:00,123.76,543.0,385.0,45.0,0.0,2972.0,688.0
35685,2023-01-26 21:00:00,128.53,574.0,410.0,48.0,0.0,2973.0,721.0
35686,2023-01-26 22:00:00,144.13,651.0,413.0,49.0,0.0,2805.0,713.0
35687,2023-01-26 23:00:00,138.94,554.0,294.0,44.0,5.0,2439.0,606.0
