Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
40248,2023-08-05 00:00:00,51.73,128.0,101.0,25.0,0.0,2198.0,347.0
40249,2023-08-05 01:00:00,62.52,138.0,110.0,27.0,0.0,1913.0,316.0
40250,2023-08-05 02:00:00,69.73,145.0,114.0,29.0,0.0,1748.0,318.0
40251,2023-08-05 03:00:00,80.06,153.0,136.0,30.0,4.0,1566.0,344.0
40252,2023-08-05 04:00:00,79.37,148.0,123.0,29.0,91.0,1333.0,415.0
40253,2023-08-05 05:00:00,103.95,186.0,192.0,46.0,321.0,1052.0,426.0
40254,2023-08-05 06:00:00,74.23,157.0,132.0,31.0,695.0,1127.0,293.0
40255,2023-08-05 07:00:00,63.06,146.0,114.0,29.0,892.0,1096.0,338.0
40256,2023-08-05 08:00:00,58.23,142.0,109.0,28.0,1227.0,900.0,335.0
40257,2023-08-05 09:00:00,56.57,139.0,103.0,27.0,1418.0,720.0,328.0
40258,2023-08-05 10:00:00,57.86,139.0,103.0,27.0,1505.0,551.0,349.0
40259,2023-08-05 11:00:00,59.21,142.0,105.0,28.0,1639.0,460.0,297.0
40260,2023-08-05 12:00:00,57.54,143.0,106.0,28.0,1664.0,495.0,332.0
40261,2023-08-05 13:00:00,58.48,143.0,107.0,28.0,1594.0,536.0,322.0
40262,2023-08-05 14:00:00,62.28,142.0,107.0,28.0,1449.0,486.0,339.0
40263,2023-08-05 15:00:00,72.51,138.0,110.0,27.0,1180.0,385.0,319.0
40264,2023-08-05 16:00:00,96.15,138.0,111.0,27.0,760.0,219.0,377.0
40265,2023-08-05 17:00:00,140.91,140.0,117.0,28.0,310.0,142.0,406.0
40266,2023-08-05 18:00:00,170.83,138.0,120.0,27.0,86.0,200.0,367.0
40267,2023-08-05 19:00:00,170.08,139.0,122.0,27.0,4.0,324.0,335.0
40268,2023-08-05 20:00:00,122.31,127.0,113.0,25.0,0.0,647.0,302.0
40269,2023-08-05 21:00:00,95.39,124.0,100.0,24.0,0.0,964.0,266.0
40270,2023-08-05 22:00:00,82.71,121.0,96.0,24.0,0.0,1156.0,262.0
40271,2023-08-05 23:00:00,83.71,122.0,95.0,24.0,0.0,1131.0,272.0
