Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
35472,2023-01-18 00:00:00,101.33,529.0,203.0,34.0,5.0,3505.0,569.0
35473,2023-01-18 01:00:00,95.35,538.0,234.0,35.0,5.0,3934.0,599.0
35474,2023-01-18 02:00:00,92.54,526.0,266.0,33.0,5.0,4056.0,642.0
35475,2023-01-18 03:00:00,103.35,609.0,290.0,35.0,0.0,3967.0,753.0
35476,2023-01-18 04:00:00,117.57,693.0,348.0,38.0,0.0,3751.0,876.0
35477,2023-01-18 05:00:00,133.98,707.0,486.0,46.0,0.0,3323.0,930.0
35478,2023-01-18 06:00:00,136.77,680.0,505.0,54.0,0.0,3052.0,1014.0
35479,2023-01-18 07:00:00,171.11,899.0,498.0,57.0,2.0,2719.0,1030.0
35480,2023-01-18 08:00:00,181.29,938.0,491.0,57.0,59.0,2497.0,1020.0
35481,2023-01-18 09:00:00,160.21,776.0,465.0,52.0,180.0,2405.0,1009.0
35482,2023-01-18 10:00:00,147.84,751.0,447.0,49.0,324.0,2556.0,987.0
35483,2023-01-18 11:00:00,158.87,793.0,451.0,49.0,359.0,2378.0,939.0
35484,2023-01-18 12:00:00,174.66,851.0,447.0,50.0,341.0,2126.0,951.0
35485,2023-01-18 13:00:00,205.81,921.0,468.0,51.0,261.0,1867.0,775.0
35486,2023-01-18 14:00:00,246.65,981.0,494.0,104.0,117.0,1507.0,732.0
35487,2023-01-18 15:00:00,257.95,980.0,503.0,63.0,7.0,1449.0,706.0
35488,2023-01-18 16:00:00,226.13,914.0,508.0,54.0,0.0,1825.0,699.0
35489,2023-01-18 17:00:00,204.63,862.0,493.0,52.0,0.0,2099.0,690.0
35490,2023-01-18 18:00:00,197.7,848.0,401.0,50.0,2.0,2228.0,584.0
35491,2023-01-18 19:00:00,193.85,866.0,415.0,50.0,0.0,2317.0,644.0
35492,2023-01-18 20:00:00,161.96,717.0,396.0,49.0,0.0,2556.0,674.0
35493,2023-01-18 21:00:00,139.4,612.0,342.0,49.0,3.0,2812.0,569.0
35494,2023-01-18 22:00:00,128.55,566.0,231.0,44.0,5.0,2767.0,537.0
35495,2023-01-18 23:00:00,126.28,565.0,202.0,40.0,5.0,2773.0,536.0
