Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38328,2023-05-17 00:00:00,17.84,73.0,96.0,14.0,8.0,4973.0,257.0
38329,2023-05-17 01:00:00,18.56,72.0,95.0,14.0,8.0,4701.0,257.0
38330,2023-05-17 02:00:00,19.01,74.0,96.0,15.0,8.0,4713.0,242.0
38331,2023-05-17 03:00:00,18.67,73.0,95.0,15.0,33.0,4730.0,235.0
38332,2023-05-17 04:00:00,15.94,71.0,95.0,14.0,175.0,5266.0,327.0
38333,2023-05-17 05:00:00,17.04,80.0,116.0,16.0,463.0,5479.0,314.0
38334,2023-05-17 06:00:00,15.68,79.0,122.0,16.0,869.0,5731.0,305.0
38335,2023-05-17 07:00:00,16.42,87.0,132.0,17.0,1314.0,5545.0,325.0
38336,2023-05-17 08:00:00,14.81,82.0,113.0,16.0,1518.0,5363.0,377.0
38337,2023-05-17 09:00:00,17.96,103.0,116.0,23.0,1653.0,5046.0,328.0
38338,2023-05-17 10:00:00,24.47,146.0,126.0,33.0,1701.0,4698.0,284.0
38339,2023-05-17 11:00:00,19.64,107.0,112.0,21.0,1766.0,4394.0,284.0
38340,2023-05-17 12:00:00,15.67,75.0,99.0,15.0,1669.0,4231.0,274.0
38341,2023-05-17 13:00:00,15.93,70.0,99.0,14.0,1588.0,3960.0,264.0
38342,2023-05-17 14:00:00,21.48,100.0,116.0,22.0,1454.0,3946.0,314.0
38343,2023-05-17 15:00:00,34.59,152.0,185.0,30.0,1053.0,3785.0,466.0
38344,2023-05-17 16:00:00,45.89,164.0,255.0,32.0,654.0,3426.0,524.0
38345,2023-05-17 17:00:00,52.48,174.0,258.0,34.0,310.0,3288.0,538.0
38346,2023-05-17 18:00:00,54.69,166.0,256.0,32.0,97.0,3142.0,583.0
38347,2023-05-17 19:00:00,62.31,167.0,254.0,33.0,7.0,2630.0,669.0
38348,2023-05-17 20:00:00,67.78,163.0,250.0,32.0,0.0,2302.0,637.0
38349,2023-05-17 21:00:00,67.66,156.0,247.0,31.0,0.0,2241.0,614.0
38350,2023-05-17 22:00:00,63.89,151.0,205.0,30.0,0.0,2172.0,616.0
38351,2023-05-17 23:00:00,69.83,152.0,182.0,30.0,0.0,1850.0,579.0
