,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,723.48,2362.0,427.0,0.0,180.0,2.0,44.0
1,2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,741.16,2400.0,461.0,0.0,100.0,0.0,42.0
2,2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,765.41,2360.0,452.0,0.0,2.0,0.0,44.0
3,2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,763.24,2173.0,436.0,0.0,2.0,0.0,43.0
4,2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,757.94,1941.0,438.0,0.0,1.0,0.0,41.0
5,2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,759.01,1743.0,383.0,0.0,1.0,0.0,43.0
6,2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,768.56,1685.0,295.0,0.0,2.0,0.0,44.0
7,2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,771.91,1637.0,263.0,0.0,2.0,0.0,43.0
8,2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,769.17,1564.0,269.0,0.0,2.0,0.0,42.0
9,2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,771.39,1588.0,261.0,0.0,1.0,0.0,42.0
10,2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,771.56,1628.0,267.0,0.0,1.0,0.0,41.0
11,2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,776.6,1839.0,262.0,0.0,2.0,0.0,42.0
12,2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,778.18,1932.0,251.0,0.0,2.0,5.0,42.0
13,2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,774.52,1967.0,262.0,0.0,2.0,14.0,43.0
14,2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,774.29,2048.0,257.0,0.0,0.0,24.0,41.0
15,2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,770.08,2121.0,269.0,0.0,2.0,36.0,42.0
16,2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,764.62,2241.0,273.0,0.0,18.0,46.0,42.0
17,2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,748.67,2211.0,285.0,0.0,85.0,29.0,41.0
18,2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,735.86,2064.0,217.0,0.0,136.0,32.0,39.0
19,2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,716.23,1730.0,269.0,0.0,154.0,17.0,40.0
20,2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,713.08,1625.0,265.0,0.0,153.0,13.0,39.0
21,2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,713.56,1622.0,265.0,0.0,153.0,11.0,40.0
22,2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,714.14,1638.0,282.0,0.0,156.0,3.0,37.0
23,2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,717.68,1671.0,267.0,0.0,156.0,2.0,35.0
