,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-20 00:00:00,2023-08-21 21:40:21,3.0,677.35,2331.0,408.0,0.0,70.0,19.0,68.0
1,2023-08-20 01:00:00,2023-08-21 21:40:21,3.0,679.68,2240.0,403.0,0.0,70.0,0.0,72.0
2,2023-08-20 02:00:00,2023-08-21 21:40:21,3.0,678.45,2079.0,382.0,0.0,66.0,0.0,67.0
3,2023-08-20 03:00:00,2023-08-21 21:40:21,3.0,693.94,2042.0,390.0,0.0,0.0,0.0,72.0
4,2023-08-20 04:00:00,2023-08-21 21:40:21,3.0,706.84,1934.0,279.0,0.0,0.0,0.0,67.0
5,2023-08-20 05:00:00,2023-08-21 21:40:21,3.0,701.23,1734.0,281.0,0.0,0.0,0.0,70.0
6,2023-08-20 06:00:00,2023-08-21 21:40:21,3.0,698.47,1583.0,271.0,0.0,0.0,0.0,68.0
7,2023-08-20 07:00:00,2023-08-21 21:40:21,3.0,693.47,1424.0,268.0,0.0,0.0,0.0,68.0
8,2023-08-20 08:00:00,2023-08-21 21:40:21,3.0,683.58,1284.0,289.0,0.0,0.0,0.0,69.0
9,2023-08-20 09:00:00,2023-08-21 21:40:21,3.0,675.21,1201.0,311.0,0.0,0.0,0.0,69.0
10,2023-08-20 10:00:00,2023-08-21 21:40:21,3.0,683.3,1237.0,279.0,0.0,0.0,0.0,69.0
11,2023-08-20 11:00:00,2023-08-21 21:40:21,3.0,688.11,1268.0,262.0,0.0,0.0,0.0,69.0
12,2023-08-20 12:00:00,2023-08-21 21:40:21,3.0,680.57,1313.0,267.0,0.0,1.0,20.0,67.0
13,2023-08-20 13:00:00,2023-08-21 21:40:21,3.0,650.14,1467.0,276.0,0.0,0.0,121.0,69.0
14,2023-08-20 14:00:00,2023-08-21 21:40:21,3.0,645.37,1749.0,286.0,0.0,0.0,181.0,70.0
15,2023-08-20 15:00:00,2023-08-21 21:40:21,3.0,661.59,2095.0,283.0,0.0,0.0,178.0,68.0
16,2023-08-20 16:00:00,2023-08-21 21:40:21,3.0,678.24,2383.0,283.0,0.0,0.0,148.0,70.0
17,2023-08-20 17:00:00,2023-08-21 21:40:21,3.0,676.62,2572.0,361.0,0.0,0.0,143.0,69.0
18,2023-08-20 18:00:00,2023-08-21 21:40:21,3.0,662.23,2705.0,427.0,0.0,40.0,162.0,68.0
19,2023-08-20 19:00:00,2023-08-21 21:40:21,3.0,656.62,2680.0,429.0,0.0,70.0,156.0,70.0
20,2023-08-20 20:00:00,2023-08-21 21:40:21,3.0,662.99,2689.0,408.0,0.0,69.0,135.0,69.0
21,2023-08-20 21:00:00,2023-08-21 21:40:21,3.0,652.67,2661.0,406.0,0.0,70.0,184.0,65.0
22,2023-08-20 22:00:00,2023-08-21 21:40:21,3.0,661.22,2691.0,472.0,0.0,70.0,115.0,70.0
23,2023-08-20 23:00:00,2023-08-21 21:40:21,3.0,667.23,2705.0,482.0,0.0,70.0,82.0,68.0
