UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-06-14 00:00:00,9470.0,1264.0,217.0,156.0,0.0,960.0,245.0
2023-06-14 01:00:00,9482.0,1271.0,218.0,150.0,0.0,814.0,244.0
2023-06-14 02:00:00,9314.0,1228.0,219.0,149.0,41.0,788.0,251.0
2023-06-14 03:00:00,9460.0,1247.0,221.0,149.0,299.0,765.0,250.0
2023-06-14 04:00:00,10433.0,1482.0,221.0,162.0,837.0,576.0,251.0
2023-06-14 05:00:00,11163.0,1535.0,221.0,187.0,1689.0,270.0,249.0
2023-06-14 06:00:00,10998.0,1548.0,223.0,186.0,2658.0,223.0,248.0
2023-06-14 07:00:00,10515.0,1491.0,224.0,177.0,3765.0,304.0,251.0
2023-06-14 08:00:00,9993.0,1274.0,222.0,164.0,4578.0,423.0,252.0
2023-06-14 09:00:00,10032.0,1313.0,218.0,138.0,4837.0,521.0,248.0
2023-06-14 10:00:00,10290.0,1312.0,213.0,135.0,5007.0,647.0,252.0
2023-06-14 11:00:00,10389.0,1309.0,228.0,135.0,4653.0,833.0,251.0
2023-06-14 12:00:00,9953.0,1245.0,202.0,135.0,4504.0,1237.0,252.0
2023-06-14 13:00:00,10007.0,1327.0,201.0,138.0,3981.0,1293.0,250.0
2023-06-14 14:00:00,10268.0,1506.0,219.0,173.0,3243.0,1429.0,251.0
2023-06-14 15:00:00,10638.0,1528.0,223.0,185.0,2215.0,1281.0,248.0
2023-06-14 16:00:00,10546.0,1528.0,224.0,202.0,1385.0,973.0,251.0
2023-06-14 17:00:00,11428.0,1598.0,226.0,204.0,631.0,760.0,252.0
2023-06-14 18:00:00,12135.0,1682.0,226.0,198.0,183.0,750.0,252.0
2023-06-14 19:00:00,11714.0,1670.0,227.0,190.0,20.0,850.0,251.0
2023-06-14 20:00:00,10592.0,1442.0,227.0,187.0,0.0,769.0,249.0
2023-06-14 21:00:00,10133.0,1331.0,223.0,151.0,0.0,677.0,250.0
2023-06-14 22:00:00,9876.0,1278.0,221.0,157.0,0.0,576.0,243.0
2023-06-14 23:00:00,10047.0,1319.0,221.0,158.0,0.0,509.0,242.0
