Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
42240,2023-10-27 00:00:00,2024-07-17 00:00:00,3.1,725.27,11679.0,1690.0,338.0,136.0,0.0,622.0,290.0
42241,2023-10-27 01:00:00,2024-07-17 00:00:00,3.1,729.85,11465.0,1694.0,339.0,133.0,0.0,504.0,288.0
42242,2023-10-27 02:00:00,2024-07-17 00:00:00,3.1,737.05,11642.0,1691.0,341.0,130.0,0.0,383.0,291.0
42243,2023-10-27 03:00:00,2024-07-17 00:00:00,3.1,740.01,12358.0,1817.0,349.0,128.0,0.0,357.0,296.0
42244,2023-10-27 04:00:00,2024-07-17 00:00:00,3.1,744.92,14132.0,2399.0,352.0,127.0,0.0,240.0,288.0
42245,2023-10-27 05:00:00,2024-07-17 00:00:00,3.1,748.15,15268.0,2478.0,352.0,161.0,54.0,162.0,287.0
42246,2023-10-27 06:00:00,2024-07-17 00:00:00,3.1,739.71,15544.0,2479.0,353.0,148.0,369.0,121.0,288.0
42247,2023-10-27 07:00:00,2024-07-17 00:00:00,3.1,717.48,15045.0,2479.0,354.0,125.0,940.0,135.0,288.0
42248,2023-10-27 08:00:00,2024-07-17 00:00:00,3.1,696.96,14435.0,2458.0,353.0,121.0,1428.0,150.0,290.0
42249,2023-10-27 09:00:00,2024-07-17 00:00:00,3.1,693.63,14496.0,2245.0,344.0,116.0,1612.0,150.0,289.0
42250,2023-10-27 10:00:00,2024-07-17 00:00:00,3.1,694.12,14489.0,2224.0,344.0,137.0,1490.0,231.0,297.0
42251,2023-10-27 11:00:00,2024-07-17 00:00:00,3.1,706.77,15081.0,2231.0,340.0,142.0,1169.0,278.0,295.0
42252,2023-10-27 12:00:00,2024-07-17 00:00:00,3.1,713.76,14907.0,2284.0,345.0,144.0,835.0,356.0,295.0
42253,2023-10-27 13:00:00,2024-07-17 00:00:00,3.1,721.6,14920.0,2473.0,348.0,189.0,502.0,358.0,294.0
42254,2023-10-27 14:00:00,2024-07-17 00:00:00,3.1,730.7,15414.0,2474.0,352.0,210.0,216.0,427.0,297.0
42255,2023-10-27 15:00:00,2024-07-17 00:00:00,3.1,732.85,15713.0,2476.0,348.0,236.0,84.0,506.0,296.0
42256,2023-10-27 16:00:00,2024-07-17 00:00:00,3.1,735.37,15950.0,2478.0,346.0,255.0,0.0,525.0,298.0
42257,2023-10-27 17:00:00,2024-07-17 00:00:00,3.1,737.04,15775.0,2293.0,342.0,253.0,0.0,526.0,296.0
42258,2023-10-27 18:00:00,2024-07-17 00:00:00,3.1,736.53,15163.0,2080.0,345.0,245.0,0.0,550.0,295.0
42259,2023-10-27 19:00:00,2024-07-17 00:00:00,3.1,735.54,14324.0,1854.0,346.0,197.0,0.0,602.0,294.0
42260,2023-10-27 20:00:00,2024-07-17 00:00:00,3.1,731.33,13180.0,1554.0,343.0,169.0,0.0,691.0,296.0
42261,2023-10-27 21:00:00,2024-07-17 00:00:00,3.1,726.85,12325.0,1522.0,339.0,168.0,0.0,692.0,298.0
42262,2023-10-27 22:00:00,2024-07-17 00:00:00,3.1,723.89,11713.0,1565.0,338.0,162.0,0.0,679.0,278.0
42263,2023-10-27 23:00:00,2024-07-17 00:00:00,3.1,723.83,11345.0,1524.0,335.0,153.0,0.0,660.0,268.0
