Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
39768,2023-07-16 00:00:00,2024-07-17 00:00:00,3.1,446.26,6748.0,774.0,232.0,119.0,0.0,4216.0,256.0
39769,2023-07-16 01:00:00,2024-07-17 00:00:00,3.1,455.89,6871.0,771.0,231.0,119.0,0.0,4036.0,258.0
39770,2023-07-16 02:00:00,2024-07-17 00:00:00,3.1,433.39,6574.0,750.0,232.0,119.0,24.0,4431.0,256.0
39771,2023-07-16 03:00:00,2024-07-17 00:00:00,3.1,411.93,6168.0,751.0,232.0,117.0,287.0,4471.0,257.0
39772,2023-07-16 04:00:00,2024-07-17 00:00:00,3.1,409.2,6213.0,758.0,232.0,128.0,1026.0,3840.0,258.0
39773,2023-07-16 05:00:00,2024-07-17 00:00:00,3.1,398.06,6268.0,793.0,231.0,130.0,2575.0,2685.0,258.0
39774,2023-07-16 06:00:00,2024-07-17 00:00:00,3.1,353.88,6158.0,763.0,232.0,128.0,4306.0,2445.0,257.0
39775,2023-07-16 07:00:00,2024-07-17 00:00:00,3.1,331.02,6112.0,762.0,232.0,126.0,5514.0,2167.0,256.0
39776,2023-07-16 08:00:00,2024-07-17 00:00:00,3.1,319.68,6112.0,762.0,232.0,117.0,6254.0,1974.0,256.0
39777,2023-07-16 09:00:00,2024-07-17 00:00:00,3.1,312.03,6046.0,773.0,233.0,116.0,6834.0,1702.0,242.0
39778,2023-07-16 10:00:00,2024-07-17 00:00:00,3.1,319.62,6313.0,817.0,233.0,112.0,7041.0,1517.0,220.0
39779,2023-07-16 11:00:00,2024-07-17 00:00:00,3.1,333.77,6582.0,934.0,233.0,117.0,6818.0,1401.0,221.0
39780,2023-07-16 12:00:00,2024-07-17 00:00:00,3.1,348.71,6858.0,971.0,232.0,118.0,6625.0,1227.0,216.0
39781,2023-07-16 13:00:00,2024-07-17 00:00:00,3.1,370.34,7135.0,981.0,234.0,118.0,6031.0,1165.0,215.0
39782,2023-07-16 14:00:00,2024-07-17 00:00:00,3.1,413.16,7995.0,994.0,229.0,125.0,5033.0,1231.0,215.0
39783,2023-07-16 15:00:00,2024-07-17 00:00:00,3.1,475.94,8928.0,938.0,230.0,128.0,3454.0,1287.0,217.0
39784,2023-07-16 16:00:00,2024-07-17 00:00:00,3.1,543.11,9884.0,1028.0,232.0,131.0,1988.0,1220.0,222.0
39785,2023-07-16 17:00:00,2024-07-17 00:00:00,3.1,599.51,10527.0,1097.0,233.0,169.0,873.0,1037.0,244.0
39786,2023-07-16 18:00:00,2024-07-17 00:00:00,3.1,630.72,10852.0,1149.0,234.0,198.0,306.0,906.0,256.0
39787,2023-07-16 19:00:00,2024-07-17 00:00:00,3.1,636.66,10927.0,1303.0,235.0,184.0,22.0,1021.0,259.0
39788,2023-07-16 20:00:00,2024-07-17 00:00:00,3.1,622.35,10217.0,1452.0,230.0,172.0,0.0,1162.0,257.0
39789,2023-07-16 21:00:00,2024-07-17 00:00:00,3.1,622.31,9611.0,1418.0,229.0,127.0,0.0,1090.0,255.0
39790,2023-07-16 22:00:00,2024-07-17 00:00:00,3.1,633.66,8987.0,1138.0,229.0,105.0,0.0,874.0,257.0
39791,2023-07-16 23:00:00,2024-07-17 00:00:00,3.1,644.09,9473.0,1242.0,228.0,123.0,0.0,711.0,258.0
