UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-03-24 00:00:00,9611.0,1716.0,278.0,253.0,0.0,2779.0,252.0
2023-03-24 01:00:00,9687.0,1916.0,278.0,252.0,0.0,2709.0,254.0
2023-03-24 02:00:00,9680.0,1915.0,280.0,251.0,0.0,2785.0,255.0
2023-03-24 03:00:00,9767.0,1910.0,283.0,251.0,0.0,3113.0,256.0
2023-03-24 04:00:00,9491.0,1680.0,283.0,288.0,23.0,3480.0,257.0
2023-03-24 05:00:00,10005.0,1836.0,276.0,296.0,354.0,4110.0,257.0
2023-03-24 06:00:00,10496.0,1889.0,274.0,284.0,990.0,4460.0,262.0
2023-03-24 07:00:00,10103.0,1654.0,273.0,294.0,1748.0,4362.0,263.0
2023-03-24 08:00:00,9819.0,1806.0,272.0,314.0,2562.0,4750.0,255.0
2023-03-24 09:00:00,9593.0,1735.0,259.0,307.0,3402.0,5184.0,253.0
2023-03-24 10:00:00,9331.0,1608.0,254.0,305.0,3691.0,5940.0,264.0
2023-03-24 11:00:00,8929.0,1617.0,252.0,306.0,3451.0,6340.0,260.0
2023-03-24 12:00:00,9467.0,1678.0,253.0,297.0,2804.0,6064.0,257.0
2023-03-24 13:00:00,9776.0,1726.0,257.0,281.0,2116.0,5954.0,257.0
2023-03-24 14:00:00,10570.0,1928.0,260.0,340.0,1350.0,5445.0,257.0
2023-03-24 15:00:00,11107.0,1941.0,260.0,366.0,661.0,4692.0,257.0
2023-03-24 16:00:00,11336.0,1957.0,261.0,367.0,194.0,4075.0,258.0
2023-03-24 17:00:00,11525.0,2195.0,263.0,380.0,8.0,3781.0,259.0
2023-03-24 18:00:00,11879.0,2223.0,263.0,383.0,0.0,3330.0,260.0
2023-03-24 19:00:00,11757.0,2192.0,271.0,363.0,0.0,3170.0,259.0
2023-03-24 20:00:00,11186.0,1823.0,272.0,347.0,0.0,3017.0,262.0
2023-03-24 21:00:00,10525.0,1800.0,274.0,328.0,0.0,2959.0,255.0
2023-03-24 22:00:00,9849.0,1756.0,278.0,327.0,0.0,3177.0,252.0
2023-03-24 23:00:00,8411.0,1687.0,277.0,291.0,0.0,3507.0,252.0
