Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
39192,2023-06-22 00:00:00,2024-07-17 00:00:00,3.1,671.59,9390.0,1253.0,249.0,138.0,0.0,1460.0,242.0
39193,2023-06-22 01:00:00,2024-07-17 00:00:00,3.1,671.37,9366.0,1234.0,248.0,138.0,0.0,1464.0,242.0
39194,2023-06-22 02:00:00,2024-07-17 00:00:00,3.1,669.58,9360.0,1167.0,250.0,138.0,58.0,1455.0,250.0
39195,2023-06-22 03:00:00,2024-07-17 00:00:00,3.1,655.52,9440.0,1394.0,251.0,138.0,430.0,1338.0,255.0
39196,2023-06-22 04:00:00,2024-07-17 00:00:00,3.1,646.35,10340.0,1634.0,252.0,150.0,1222.0,954.0,256.0
39197,2023-06-22 05:00:00,2024-07-17 00:00:00,3.1,619.46,11262.0,1690.0,252.0,152.0,2627.0,572.0,256.0
39198,2023-06-22 06:00:00,2024-07-17 00:00:00,3.1,570.54,11506.0,1644.0,254.0,152.0,4406.0,486.0,257.0
39199,2023-06-22 07:00:00,2024-07-17 00:00:00,3.1,522.96,11015.0,1588.0,253.0,153.0,5963.0,498.0,240.0
39200,2023-06-22 08:00:00,2024-07-17 00:00:00,3.1,487.87,10407.0,1558.0,255.0,142.0,7108.0,503.0,184.0
39201,2023-06-22 09:00:00,2024-07-17 00:00:00,3.1,478.13,10364.0,1547.0,250.0,153.0,7515.0,504.0,180.0
39202,2023-06-22 10:00:00,2024-07-17 00:00:00,3.1,466.97,10381.0,1505.0,239.0,156.0,7987.0,573.0,180.0
39203,2023-06-22 11:00:00,2024-07-17 00:00:00,3.1,473.18,10552.0,1464.0,244.0,147.0,7780.0,619.0,181.0
39204,2023-06-22 12:00:00,2024-07-17 00:00:00,3.1,473.7,10316.0,1437.0,245.0,141.0,7630.0,563.0,181.0
39205,2023-06-22 13:00:00,2024-07-17 00:00:00,3.1,488.74,10540.0,1550.0,245.0,141.0,7126.0,540.0,183.0
39206,2023-06-22 14:00:00,2024-07-17 00:00:00,3.1,521.5,10748.0,1399.0,246.0,162.0,5881.0,489.0,217.0
39207,2023-06-22 15:00:00,2024-07-17 00:00:00,3.1,583.98,11928.0,1489.0,246.0,183.0,4181.0,430.0,252.0
39208,2023-06-22 16:00:00,2024-07-17 00:00:00,3.1,647.45,12200.0,1629.0,244.0,197.0,2288.0,381.0,253.0
39209,2023-06-22 17:00:00,2024-07-17 00:00:00,3.1,704.43,12762.0,1582.0,246.0,200.0,870.0,421.0,254.0
39210,2023-06-22 18:00:00,2024-07-17 00:00:00,3.1,721.08,12891.0,1608.0,246.0,208.0,262.0,620.0,252.0
39211,2023-06-22 19:00:00,2024-07-17 00:00:00,3.1,717.24,12609.0,1600.0,248.0,201.0,18.0,908.0,252.0
39212,2023-06-22 20:00:00,2024-07-17 00:00:00,3.1,700.06,11667.0,1468.0,248.0,193.0,0.0,1204.0,252.0
39213,2023-06-22 21:00:00,2024-07-17 00:00:00,3.1,677.53,9999.0,1271.0,247.0,144.0,0.0,1457.0,255.0
39214,2023-06-22 22:00:00,2024-07-17 00:00:00,3.1,665.94,9554.0,1124.0,247.0,136.0,0.0,1643.0,245.0
39215,2023-06-22 23:00:00,2024-07-17 00:00:00,3.1,668.64,9648.0,1250.0,247.0,135.0,0.0,1581.0,241.0
