Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
39504,2023-07-05 00:00:00,2024-07-17 00:00:00,3.1,624.68,9296.0,1232.0,244.0,126.0,0.0,1013.0,287.0
39505,2023-07-05 01:00:00,2024-07-17 00:00:00,3.1,629.61,9348.0,1222.0,248.0,128.0,0.0,928.0,288.0
39506,2023-07-05 02:00:00,2024-07-17 00:00:00,3.1,624.03,9244.0,1181.0,250.0,129.0,46.0,985.0,286.0
39507,2023-07-05 03:00:00,2024-07-17 00:00:00,3.1,589.68,9008.0,1190.0,249.0,131.0,439.0,1223.0,288.0
39508,2023-07-05 04:00:00,2024-07-17 00:00:00,3.1,543.3,9724.0,1449.0,247.0,142.0,1338.0,1570.0,304.0
39509,2023-07-05 05:00:00,2024-07-17 00:00:00,3.1,490.1,9613.0,1389.0,248.0,145.0,2927.0,1533.0,306.0
39510,2023-07-05 06:00:00,2024-07-17 00:00:00,3.1,446.78,9685.0,1339.0,247.0,149.0,4962.0,1120.0,306.0
39511,2023-07-05 07:00:00,2024-07-17 00:00:00,3.1,404.04,9845.0,1351.0,246.0,152.0,6710.0,1395.0,304.0
39512,2023-07-05 08:00:00,2024-07-17 00:00:00,3.1,353.68,8539.0,1123.0,245.0,147.0,7727.0,1728.0,296.0
39513,2023-07-05 09:00:00,2024-07-17 00:00:00,3.1,340.09,8352.0,1141.0,244.0,146.0,7956.0,2062.0,296.0
39514,2023-07-05 10:00:00,2024-07-17 00:00:00,3.1,346.69,8527.0,1193.0,246.0,153.0,7535.0,2306.0,294.0
39515,2023-07-05 11:00:00,2024-07-17 00:00:00,3.1,357.86,9087.0,1202.0,245.0,162.0,7352.0,2474.0,297.0
39516,2023-07-05 12:00:00,2024-07-17 00:00:00,3.1,386.42,9619.0,1237.0,244.0,164.0,6514.0,2286.0,295.0
39517,2023-07-05 13:00:00,2024-07-17 00:00:00,3.1,424.97,10435.0,1384.0,240.0,150.0,5182.0,2411.0,294.0
39518,2023-07-05 14:00:00,2024-07-17 00:00:00,3.1,451.45,11043.0,1477.0,239.0,156.0,3941.0,2861.0,299.0
39519,2023-07-05 15:00:00,2024-07-17 00:00:00,3.1,478.78,11049.0,1532.0,242.0,164.0,2820.0,2830.0,291.0
39520,2023-07-05 16:00:00,2024-07-17 00:00:00,3.1,512.84,11492.0,1613.0,241.0,212.0,1719.0,2814.0,294.0
39521,2023-07-05 17:00:00,2024-07-17 00:00:00,3.1,536.46,11750.0,1641.0,243.0,219.0,726.0,3084.0,299.0
39522,2023-07-05 18:00:00,2024-07-17 00:00:00,3.1,565.22,11652.0,1677.0,242.0,210.0,284.0,2574.0,300.0
39523,2023-07-05 19:00:00,2024-07-17 00:00:00,3.1,593.44,11432.0,1654.0,243.0,202.0,30.0,1979.0,298.0
39524,2023-07-05 20:00:00,2024-07-17 00:00:00,3.1,578.44,10718.0,1571.0,242.0,153.0,0.0,2273.0,300.0
39525,2023-07-05 21:00:00,2024-07-17 00:00:00,3.1,562.3,9814.0,1374.0,243.0,147.0,0.0,2475.0,291.0
39526,2023-07-05 22:00:00,2024-07-17 00:00:00,3.1,548.15,9028.0,1295.0,240.0,139.0,0.0,2580.0,287.0
39527,2023-07-05 23:00:00,2024-07-17 00:00:00,3.1,550.59,9108.0,1290.0,240.0,134.0,0.0,2560.0,284.0
