UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-08-02 00:00:00,7664.0,1440.0,250.0,139.0,0.0,3164.0,255.0
2023-08-02 01:00:00,7810.0,1428.0,251.0,139.0,0.0,2975.0,257.0
2023-08-02 02:00:00,8007.0,1444.0,252.0,138.0,2.0,2914.0,257.0
2023-08-02 03:00:00,7931.0,1401.0,251.0,137.0,109.0,2967.0,258.0
2023-08-02 04:00:00,8481.0,1520.0,249.0,151.0,637.0,2809.0,270.0
2023-08-02 05:00:00,9259.0,1629.0,249.0,153.0,2008.0,2312.0,276.0
2023-08-02 06:00:00,9174.0,1624.0,249.0,157.0,3921.0,2230.0,276.0
2023-08-02 07:00:00,8405.0,1532.0,246.0,162.0,5483.0,2554.0,275.0
2023-08-02 08:00:00,7874.0,1447.0,238.0,145.0,6406.0,2830.0,276.0
2023-08-02 09:00:00,7360.0,1429.0,241.0,144.0,6635.0,2884.0,276.0
2023-08-02 10:00:00,7630.0,1495.0,242.0,155.0,6535.0,2795.0,276.0
2023-08-02 11:00:00,7571.0,1427.0,244.0,157.0,6591.0,2757.0,275.0
2023-08-02 12:00:00,7662.0,1469.0,245.0,148.0,6334.0,2927.0,275.0
2023-08-02 13:00:00,7975.0,1508.0,245.0,142.0,5359.0,2930.0,275.0
2023-08-02 14:00:00,8459.0,1580.0,245.0,186.0,4422.0,2918.0,275.0
2023-08-02 15:00:00,8761.0,1565.0,247.0,196.0,2965.0,2694.0,282.0
2023-08-02 16:00:00,8751.0,1600.0,247.0,200.0,1383.0,2365.0,300.0
2023-08-02 17:00:00,9414.0,1747.0,247.0,200.0,533.0,2302.0,297.0
2023-08-02 18:00:00,9479.0,1726.0,251.0,193.0,140.0,3066.0,300.0
2023-08-02 19:00:00,8649.0,1604.0,250.0,188.0,0.0,4046.0,299.0
2023-08-02 20:00:00,8152.0,1513.0,251.0,198.0,0.0,4456.0,273.0
2023-08-02 21:00:00,7411.0,1518.0,250.0,160.0,0.0,4633.0,255.0
2023-08-02 22:00:00,7229.0,1194.0,249.0,135.0,0.0,4903.0,255.0
2023-08-02 23:00:00,6935.0,1077.0,249.0,137.0,0.0,5236.0,255.0
