UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-05 00:00:00,199.0,220.0,0.0,407.0,0.0,156.0,79.0,6.0,29.0
2023-01-05 01:00:00,199.0,220.0,0.0,397.0,0.0,155.0,79.0,6.0,29.0
2023-01-05 02:00:00,199.0,220.0,0.0,402.0,0.0,147.0,79.0,6.0,29.0
2023-01-05 03:00:00,198.0,220.0,0.0,420.0,0.0,147.0,79.0,6.0,29.0
2023-01-05 04:00:00,199.0,219.0,0.0,420.0,0.0,167.0,79.0,6.0,29.0
2023-01-05 05:00:00,200.0,219.0,0.0,448.0,0.0,156.0,79.0,6.0,29.0
2023-01-05 06:00:00,199.0,219.0,0.0,703.0,1.0,151.0,79.0,6.0,29.0
2023-01-05 07:00:00,197.0,219.0,0.0,809.0,2.0,154.0,77.0,6.0,29.0
2023-01-05 08:00:00,196.0,219.0,0.0,838.0,6.0,154.0,78.0,6.0,29.0
2023-01-05 09:00:00,198.0,218.0,0.0,828.0,10.0,153.0,78.0,6.0,29.0
2023-01-05 10:00:00,197.0,217.0,0.0,728.0,12.0,159.0,78.0,5.0,30.0
2023-01-05 11:00:00,197.0,216.0,0.0,714.0,12.0,161.0,78.0,5.0,30.0
2023-01-05 12:00:00,197.0,217.0,0.0,715.0,10.0,150.0,78.0,5.0,28.0
2023-01-05 13:00:00,197.0,217.0,0.0,820.0,6.0,149.0,79.0,5.0,29.0
2023-01-05 14:00:00,198.0,217.0,0.0,832.0,2.0,144.0,79.0,5.0,29.0
2023-01-05 15:00:00,199.0,216.0,0.0,938.0,0.0,123.0,79.0,5.0,29.0
2023-01-05 16:00:00,198.0,216.0,0.0,960.0,0.0,99.0,79.0,5.0,29.0
2023-01-05 17:00:00,198.0,216.0,0.0,956.0,0.0,97.0,79.0,5.0,29.0
2023-01-05 18:00:00,199.0,217.0,0.0,934.0,0.0,95.0,79.0,5.0,29.0
2023-01-05 19:00:00,198.0,216.0,0.0,806.0,0.0,78.0,79.0,5.0,29.0
2023-01-05 20:00:00,199.0,217.0,0.0,681.0,0.0,73.0,79.0,6.0,29.0
2023-01-05 21:00:00,199.0,217.0,0.0,680.0,0.0,56.0,79.0,6.0,29.0
2023-01-05 22:00:00,198.0,218.0,0.0,534.0,0.0,38.0,79.0,6.0,29.0
2023-01-05 23:00:00,198.0,219.0,0.0,448.0,0.0,26.0,79.0,6.0,29.0
