UTC time,coal,nat_gas,hydro,solar,wind,other
2023-03-21 00:00:00,2324.0,1274.0,54.0,716.0,1158.0,131.0
2023-03-21 01:00:00,2465.0,1632.0,58.0,410.0,1014.0,127.0
2023-03-21 02:00:00,2634.0,1807.0,55.0,56.0,843.0,127.0
2023-03-21 03:00:00,2730.0,1828.0,56.0,0.0,859.0,129.0
2023-03-21 04:00:00,2648.0,1818.0,53.0,0.0,971.0,128.0
2023-03-21 05:00:00,2645.0,1788.0,53.0,0.0,782.0,129.0
2023-03-21 06:00:00,2357.0,1773.0,56.0,0.0,672.0,127.0
2023-03-21 07:00:00,2170.0,1745.0,56.0,0.0,679.0,127.0
2023-03-21 08:00:00,2176.0,1709.0,57.0,0.0,805.0,129.0
2023-03-21 09:00:00,2103.0,1698.0,54.0,0.0,1374.0,128.0
2023-03-21 10:00:00,2128.0,1490.0,54.0,0.0,1599.0,129.0
2023-03-21 11:00:00,2146.0,1459.0,53.0,0.0,1769.0,131.0
2023-03-21 12:00:00,1915.0,1518.0,55.0,0.0,1837.0,133.0
2023-03-21 13:00:00,2159.0,1657.0,54.0,0.0,1850.0,133.0
2023-03-21 14:00:00,2381.0,1759.0,53.0,6.0,1951.0,131.0
2023-03-21 15:00:00,2921.0,1854.0,56.0,114.0,1843.0,132.0
2023-03-21 16:00:00,3139.0,1757.0,52.0,310.0,1694.0,132.0
2023-03-21 17:00:00,3175.0,1542.0,53.0,473.0,1514.0,131.0
2023-03-21 18:00:00,2786.0,1461.0,54.0,705.0,1654.0,133.0
2023-03-21 19:00:00,2149.0,1387.0,57.0,827.0,1776.0,133.0
2023-03-21 20:00:00,1844.0,1269.0,54.0,910.0,1754.0,134.0
2023-03-21 21:00:00,1644.0,1215.0,56.0,1010.0,1784.0,133.0
2023-03-21 22:00:00,1658.0,1268.0,55.0,898.0,1741.0,133.0
2023-03-21 23:00:00,1771.0,1300.0,59.0,927.0,1638.0,135.0
