Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
35784,2023-01-31 00:00:00,2024-07-17 00:00:00,3.1,509.89,3218.0,1548.0,34.0,611.0,1386.0,131.0
35785,2023-01-31 01:00:00,2024-07-17 00:00:00,3.1,558.26,3368.0,1557.0,33.0,80.0,1343.0,130.0
35786,2023-01-31 02:00:00,2024-07-17 00:00:00,3.1,554.8,3399.0,1585.0,33.0,0.0,1471.0,129.0
35787,2023-01-31 03:00:00,2024-07-17 00:00:00,3.1,559.28,3384.0,1618.0,31.0,0.0,1407.0,127.0
35788,2023-01-31 04:00:00,2024-07-17 00:00:00,3.1,556.39,3424.0,1594.0,31.0,0.0,1461.0,115.0
35789,2023-01-31 05:00:00,2024-07-17 00:00:00,3.1,565.17,3514.0,1520.0,32.0,0.0,1405.0,109.0
35790,2023-01-31 06:00:00,2024-07-17 00:00:00,3.1,586.92,3596.0,1465.0,33.0,0.0,1194.0,89.0
35791,2023-01-31 07:00:00,2024-07-17 00:00:00,3.1,591.46,3737.0,1435.0,33.0,0.0,1204.0,84.0
35792,2023-01-31 08:00:00,2024-07-17 00:00:00,3.1,588.5,3751.0,1442.0,32.0,0.0,1243.0,86.0
35793,2023-01-31 09:00:00,2024-07-17 00:00:00,3.1,569.99,3736.0,1352.0,33.0,0.0,1468.0,98.0
35794,2023-01-31 10:00:00,2024-07-17 00:00:00,3.1,553.83,3741.0,1348.0,31.0,0.0,1673.0,102.0
35795,2023-01-31 11:00:00,2024-07-17 00:00:00,3.1,534.67,3730.0,1411.0,33.0,0.0,1913.0,105.0
35796,2023-01-31 12:00:00,2024-07-17 00:00:00,3.1,523.65,3798.0,1561.0,31.0,0.0,2102.0,114.0
35797,2023-01-31 13:00:00,2024-07-17 00:00:00,3.1,521.72,3827.0,1604.0,32.0,0.0,2142.0,108.0
35798,2023-01-31 14:00:00,2024-07-17 00:00:00,3.1,531.02,3882.0,1693.0,30.0,0.0,2028.0,103.0
35799,2023-01-31 15:00:00,2024-07-17 00:00:00,3.1,513.45,3694.0,1728.0,33.0,11.0,2169.0,103.0
35800,2023-01-31 16:00:00,2024-07-17 00:00:00,3.1,488.13,3489.0,1836.0,33.0,441.0,2035.0,96.0
35801,2023-01-31 17:00:00,2024-07-17 00:00:00,3.1,425.04,3038.0,1714.0,32.0,1180.0,2112.0,89.0
35802,2023-01-31 18:00:00,2024-07-17 00:00:00,3.1,404.71,2804.0,1486.0,32.0,1342.0,2090.0,90.0
35803,2023-01-31 19:00:00,2024-07-17 00:00:00,3.1,397.17,2739.0,1456.0,32.0,1302.0,2202.0,91.0
35804,2023-01-31 20:00:00,2024-07-17 00:00:00,3.1,385.25,2503.0,1404.0,32.0,1245.0,2216.0,93.0
35805,2023-01-31 21:00:00,2024-07-17 00:00:00,3.1,375.11,2319.0,1377.0,32.0,1278.0,2156.0,87.0
35806,2023-01-31 22:00:00,2024-07-17 00:00:00,3.1,361.64,2189.0,1346.0,32.0,1381.0,2169.0,96.0
35807,2023-01-31 23:00:00,2024-07-17 00:00:00,3.1,369.5,2307.0,1485.0,33.0,1421.0,2177.0,105.0
