Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
43704,2023-12-27 00:00:00,158.27,430.0,1949.0,4019.0,0.0,215.0,8.0,0.0
43705,2023-12-27 01:00:00,184.33,515.0,2415.0,4018.0,0.0,21.0,2.0,0.0
43706,2023-12-27 02:00:00,187.16,508.0,2578.0,4020.0,0.0,74.0,0.0,10.0
43707,2023-12-27 03:00:00,184.78,485.0,2602.0,4017.0,0.0,113.0,9.0,10.0
43708,2023-12-27 04:00:00,185.81,464.0,2594.0,4015.0,0.0,6.0,5.0,10.0
43709,2023-12-27 05:00:00,181.12,429.0,2575.0,4017.0,0.0,51.0,6.0,8.0
43710,2023-12-27 06:00:00,184.36,440.0,2627.0,4019.0,0.0,0.0,0.0,0.0
43711,2023-12-27 07:00:00,182.77,414.0,2678.0,4024.0,0.0,27.0,0.0,0.0
43712,2023-12-27 08:00:00,175.85,361.0,2599.0,4024.0,0.0,65.0,0.0,9.0
43713,2023-12-27 09:00:00,177.86,444.0,2375.0,4019.0,0.0,0.0,0.0,0.0
43714,2023-12-27 10:00:00,170.85,431.0,2177.0,4024.0,0.0,0.0,0.0,0.0
43715,2023-12-27 11:00:00,167.47,382.0,2208.0,4022.0,0.0,0.0,0.0,0.0
43716,2023-12-27 12:00:00,180.2,448.0,2454.0,4026.0,0.0,0.0,0.0,0.0
43717,2023-12-27 13:00:00,179.29,419.0,2511.0,4028.0,0.0,0.0,0.0,0.0
43718,2023-12-27 14:00:00,188.36,450.0,2762.0,4023.0,0.0,6.0,0.0,0.0
43719,2023-12-27 15:00:00,181.7,431.0,2655.0,4024.0,0.0,99.0,0.0,0.0
43720,2023-12-27 16:00:00,160.07,345.0,2439.0,4024.0,0.0,491.0,0.0,9.0
43721,2023-12-27 17:00:00,138.89,342.0,1871.0,4020.0,0.0,654.0,0.0,10.0
43722,2023-12-27 18:00:00,134.64,336.0,1747.0,3981.0,0.0,666.0,0.0,10.0
43723,2023-12-27 19:00:00,134.27,336.0,1693.0,4004.0,0.0,554.0,0.0,6.0
43724,2023-12-27 20:00:00,134.68,361.0,1612.0,4010.0,0.0,486.0,0.0,1.0
43725,2023-12-27 21:00:00,133.14,339.0,1603.0,4011.0,0.0,447.0,0.0,3.0
43726,2023-12-27 22:00:00,133.17,327.0,1593.0,4015.0,0.0,357.0,0.0,0.0
43727,2023-12-27 23:00:00,138.46,326.0,1679.0,4014.0,0.0,257.0,0.0,0.0
