Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
36408,2023-02-26 00:00:00,141.02,413.0,1416.0,3996.0,0.0,0.0,116.0,0.0
36409,2023-02-26 01:00:00,142.6,410.0,1463.0,3997.0,0.0,0.0,111.0,0.0
36410,2023-02-26 02:00:00,139.46,410.0,1379.0,3998.0,0.0,0.0,106.0,0.0
36411,2023-02-26 03:00:00,139.71,410.0,1389.0,3997.0,0.0,0.0,113.0,0.0
36412,2023-02-26 04:00:00,139.9,407.0,1399.0,3997.0,0.0,0.0,108.0,0.0
36413,2023-02-26 05:00:00,138.01,371.0,1445.0,4001.0,3.0,0.0,97.0,0.0
36414,2023-02-26 06:00:00,134.67,341.0,1458.0,3995.0,50.0,0.0,86.0,0.0
36415,2023-02-26 07:00:00,131.08,311.0,1451.0,3997.0,50.0,0.0,90.0,0.0
36416,2023-02-26 08:00:00,132.29,310.0,1482.0,3992.0,50.0,0.0,92.0,0.0
36417,2023-02-26 09:00:00,130.15,310.0,1421.0,4011.0,1.0,0.0,107.0,0.0
36418,2023-02-26 10:00:00,130.04,340.0,1332.0,4009.0,0.0,0.0,96.0,0.0
36419,2023-02-26 11:00:00,124.74,365.0,1136.0,4012.0,0.0,0.0,84.0,1.0
36420,2023-02-26 12:00:00,122.38,364.0,1092.0,4017.0,0.0,0.0,89.0,0.0
36421,2023-02-26 13:00:00,123.85,368.0,1120.0,4016.0,0.0,0.0,100.0,0.0
36422,2023-02-26 14:00:00,135.34,469.0,1134.0,4011.0,0.0,9.0,111.0,0.0
36423,2023-02-26 15:00:00,142.47,491.0,1249.0,4015.0,0.0,13.0,95.0,0.0
36424,2023-02-26 16:00:00,135.46,440.0,1224.0,4013.0,0.0,30.0,105.0,0.0
36425,2023-02-26 17:00:00,118.27,376.0,1003.0,4011.0,0.0,115.0,49.0,0.0
36426,2023-02-26 18:00:00,93.26,364.0,591.0,4011.0,0.0,330.0,15.0,0.0
36427,2023-02-26 19:00:00,92.0,356.0,562.0,4012.0,0.0,257.0,14.0,0.0
36428,2023-02-26 20:00:00,81.9,314.0,503.0,4011.0,0.0,301.0,57.0,0.0
36429,2023-02-26 21:00:00,76.13,308.0,455.0,4012.0,0.0,422.0,89.0,0.0
36430,2023-02-26 22:00:00,78.8,310.0,489.0,4018.0,0.0,361.0,108.0,0.0
36431,2023-02-26 23:00:00,81.13,340.0,462.0,4014.0,0.0,381.0,101.0,1.0
