Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
40416,2023-08-12 00:00:00,277.43,798.0,3852.0,3947.0,184.0,677.0,29.0,18.0
40417,2023-08-12 01:00:00,273.78,803.0,3578.0,3939.0,185.0,604.0,20.0,20.0
40418,2023-08-12 02:00:00,279.72,799.0,3590.0,3939.0,186.0,370.0,21.0,19.0
40419,2023-08-12 03:00:00,281.5,792.0,3545.0,3949.0,186.0,232.0,18.0,15.0
40420,2023-08-12 04:00:00,280.4,776.0,3495.0,3945.0,183.0,187.0,7.0,1.0
40421,2023-08-12 05:00:00,287.99,769.0,3417.0,3939.0,40.0,0.0,6.0,0.0
40422,2023-08-12 06:00:00,289.37,792.0,3393.0,3925.0,40.0,0.0,6.0,0.0
40423,2023-08-12 07:00:00,286.14,793.0,3308.0,3939.0,40.0,0.0,27.0,0.0
40424,2023-08-12 08:00:00,281.29,723.0,3287.0,3959.0,6.0,0.0,29.0,0.0
40425,2023-08-12 09:00:00,267.87,553.0,3189.0,3953.0,6.0,0.0,3.0,0.0
40426,2023-08-12 10:00:00,260.57,477.0,3126.0,3952.0,6.0,0.0,1.0,0.0
40427,2023-08-12 11:00:00,253.05,409.0,3069.0,3959.0,6.0,15.0,1.0,0.0
40428,2023-08-12 12:00:00,245.75,326.0,3046.0,3962.0,4.0,21.0,0.0,0.0
40429,2023-08-12 13:00:00,242.45,325.0,2947.0,3960.0,6.0,17.0,0.0,0.0
40430,2023-08-12 14:00:00,246.07,335.0,3023.0,3967.0,5.0,0.0,0.0,0.0
40431,2023-08-12 15:00:00,241.54,323.0,2950.0,3952.0,5.0,59.0,0.0,0.0
40432,2023-08-12 16:00:00,228.02,324.0,2737.0,3951.0,4.0,298.0,0.0,0.0
40433,2023-08-12 17:00:00,232.76,323.0,2881.0,3942.0,5.0,317.0,0.0,0.0
40434,2023-08-12 18:00:00,237.58,352.0,2955.0,3940.0,5.0,317.0,0.0,0.0
40435,2023-08-12 19:00:00,240.32,423.0,2919.0,3949.0,4.0,366.0,0.0,0.0
40436,2023-08-12 20:00:00,242.57,462.0,2986.0,3950.0,5.0,477.0,0.0,1.0
40437,2023-08-12 21:00:00,256.64,559.0,3237.0,3949.0,5.0,487.0,0.0,0.0
40438,2023-08-12 22:00:00,263.82,652.0,3280.0,3943.0,6.0,486.0,15.0,0.0
40439,2023-08-12 23:00:00,269.68,758.0,3302.0,3948.0,39.0,489.0,32.0,1.0
