Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
36864,2023-03-17 00:00:00,148.24,349.0,1038.0,3996.0,53.0,369.0,21.0,5.0
36865,2023-03-17 01:00:00,171.18,379.0,1300.0,4000.0,8.0,199.0,23.0,12.0
36866,2023-03-17 02:00:00,194.96,380.0,1682.0,3990.0,3.0,23.0,51.0,19.0
36867,2023-03-17 03:00:00,212.23,380.0,2032.0,3995.0,2.0,10.0,28.0,25.0
36868,2023-03-17 04:00:00,213.37,379.0,2059.0,3999.0,3.0,10.0,18.0,24.0
36869,2023-03-17 05:00:00,218.93,346.0,2305.0,4004.0,2.0,10.0,10.0,0.0
36870,2023-03-17 06:00:00,211.44,310.0,2205.0,4002.0,3.0,1.0,20.0,0.0
36871,2023-03-17 07:00:00,210.68,272.0,2286.0,4005.0,3.0,0.0,40.0,0.0
36872,2023-03-17 08:00:00,209.74,238.0,2313.0,4004.0,3.0,0.0,6.0,0.0
36873,2023-03-17 09:00:00,203.39,235.0,2172.0,4006.0,3.0,0.0,1.0,0.0
36874,2023-03-17 10:00:00,209.33,235.0,2310.0,4010.0,3.0,0.0,0.0,0.0
36875,2023-03-17 11:00:00,213.09,269.0,2323.0,4009.0,2.0,0.0,0.0,0.0
36876,2023-03-17 12:00:00,212.72,305.0,2242.0,4012.0,3.0,0.0,5.0,0.0
36877,2023-03-17 13:00:00,218.93,342.0,2308.0,4014.0,3.0,0.0,0.0,0.0
36878,2023-03-17 14:00:00,220.92,342.0,2336.0,4012.0,4.0,4.0,0.0,13.0
36879,2023-03-17 15:00:00,215.08,343.0,2302.0,4015.0,8.0,195.0,0.0,20.0
36880,2023-03-17 16:00:00,204.19,309.0,2284.0,4015.0,7.0,441.0,0.0,0.0
36881,2023-03-17 17:00:00,181.25,273.0,1849.0,4007.0,8.0,483.0,0.0,0.0
36882,2023-03-17 18:00:00,145.6,238.0,1237.0,4008.0,7.0,499.0,0.0,0.0
36883,2023-03-17 19:00:00,127.66,234.0,947.0,4002.0,7.0,494.0,6.0,0.0
36884,2023-03-17 20:00:00,123.17,236.0,874.0,4003.0,8.0,485.0,12.0,0.0
36885,2023-03-17 21:00:00,127.53,271.0,873.0,4006.0,7.0,490.0,1.0,0.0
36886,2023-03-17 22:00:00,128.68,306.0,824.0,4004.0,8.0,487.0,4.0,0.0
36887,2023-03-17 23:00:00,136.5,344.0,872.0,4006.0,6.0,479.0,1.0,0.0
