Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
39480,2023-07-04 00:00:00,2024-07-17 00:00:00,3.1,216.31,761.0,4054.0,3982.0,188.0,623.0,0.0,0.0
39481,2023-07-04 01:00:00,2024-07-17 00:00:00,3.1,218.24,762.0,4107.0,3992.0,189.0,568.0,0.0,1.0
39482,2023-07-04 02:00:00,2024-07-17 00:00:00,3.1,225.1,761.0,4224.0,3977.0,189.0,375.0,16.0,19.0
39483,2023-07-04 03:00:00,2024-07-17 00:00:00,3.1,228.18,753.0,4205.0,3990.0,189.0,191.0,35.0,24.0
39484,2023-07-04 04:00:00,2024-07-17 00:00:00,3.1,215.6,544.0,4112.0,3985.0,187.0,120.0,58.0,19.0
39485,2023-07-04 05:00:00,2024-07-17 00:00:00,3.1,215.29,470.0,4047.0,3998.0,42.0,0.0,64.0,4.0
39486,2023-07-04 06:00:00,2024-07-17 00:00:00,3.1,209.07,385.0,4009.0,3988.0,43.0,0.0,71.0,1.0
39487,2023-07-04 07:00:00,2024-07-17 00:00:00,3.1,204.07,299.0,3997.0,3985.0,24.0,0.0,72.0,9.0
39488,2023-07-04 08:00:00,2024-07-17 00:00:00,3.1,199.35,239.0,3967.0,3994.0,9.0,0.0,67.0,1.0
39489,2023-07-04 09:00:00,2024-07-17 00:00:00,3.1,193.74,235.0,3688.0,3998.0,9.0,0.0,35.0,0.0
39490,2023-07-04 10:00:00,2024-07-17 00:00:00,3.1,213.91,235.0,4683.0,4004.0,9.0,0.0,4.0,0.0
39491,2023-07-04 11:00:00,2024-07-17 00:00:00,3.1,191.65,235.0,3570.0,4010.0,8.0,0.0,1.0,0.0
39492,2023-07-04 12:00:00,2024-07-17 00:00:00,3.1,190.83,235.0,3551.0,4013.0,8.0,0.0,14.0,0.0
39493,2023-07-04 13:00:00,2024-07-17 00:00:00,3.1,187.39,235.0,3409.0,4004.0,7.0,7.0,22.0,0.0
39494,2023-07-04 14:00:00,2024-07-17 00:00:00,3.1,180.68,234.0,3302.0,4015.0,8.0,167.0,20.0,0.0
39495,2023-07-04 15:00:00,2024-07-17 00:00:00,3.1,151.68,182.0,2549.0,3994.0,9.0,382.0,14.0,0.0
39496,2023-07-04 16:00:00,2024-07-17 00:00:00,3.1,127.9,170.0,1932.0,4007.0,8.0,470.0,12.0,0.0
39497,2023-07-04 17:00:00,2024-07-17 00:00:00,3.1,121.44,170.0,1758.0,3992.0,7.0,484.0,9.0,0.0
39498,2023-07-04 18:00:00,2024-07-17 00:00:00,3.1,129.67,170.0,1979.0,3999.0,1.0,493.0,1.0,0.0
39499,2023-07-04 19:00:00,2024-07-17 00:00:00,3.1,147.83,172.0,2515.0,4002.0,0.0,489.0,1.0,0.0
39500,2023-07-04 20:00:00,2024-07-17 00:00:00,3.1,157.09,223.0,2617.0,3989.0,0.0,408.0,6.0,0.0
39501,2023-07-04 21:00:00,2024-07-17 00:00:00,3.1,177.44,245.0,3248.0,4003.0,0.0,319.0,7.0,0.0
39502,2023-07-04 22:00:00,2024-07-17 00:00:00,3.1,197.67,362.0,3783.0,3993.0,0.0,312.0,23.0,0.0
39503,2023-07-04 23:00:00,2024-07-17 00:00:00,3.1,192.81,382.0,3699.0,3987.0,182.0,326.0,28.0,0.0
