UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-02-26 00:00:00,413.0,1416.0,3996.0,0.0,0.0,116.0,0.0
2023-02-26 01:00:00,410.0,1463.0,3997.0,0.0,0.0,111.0,0.0
2023-02-26 02:00:00,410.0,1379.0,3998.0,0.0,0.0,106.0,0.0
2023-02-26 03:00:00,410.0,1389.0,3997.0,0.0,0.0,113.0,0.0
2023-02-26 04:00:00,407.0,1399.0,3997.0,0.0,0.0,108.0,0.0
2023-02-26 05:00:00,371.0,1445.0,4001.0,3.0,0.0,97.0,0.0
2023-02-26 06:00:00,341.0,1458.0,3995.0,50.0,0.0,86.0,0.0
2023-02-26 07:00:00,311.0,1451.0,3997.0,50.0,0.0,90.0,0.0
2023-02-26 08:00:00,310.0,1482.0,3992.0,50.0,0.0,92.0,0.0
2023-02-26 09:00:00,310.0,1421.0,4011.0,1.0,0.0,107.0,0.0
2023-02-26 10:00:00,340.0,1332.0,4009.0,0.0,0.0,96.0,0.0
2023-02-26 11:00:00,365.0,1136.0,4012.0,0.0,0.0,84.0,1.0
2023-02-26 12:00:00,364.0,1092.0,4017.0,0.0,0.0,89.0,0.0
2023-02-26 13:00:00,368.0,1120.0,4016.0,0.0,0.0,100.0,0.0
2023-02-26 14:00:00,469.0,1134.0,4011.0,0.0,9.0,111.0,0.0
2023-02-26 15:00:00,491.0,1249.0,4015.0,0.0,13.0,95.0,0.0
2023-02-26 16:00:00,440.0,1224.0,4013.0,0.0,30.0,105.0,0.0
2023-02-26 17:00:00,376.0,1003.0,4011.0,0.0,115.0,49.0,0.0
2023-02-26 18:00:00,364.0,591.0,4011.0,0.0,330.0,15.0,0.0
2023-02-26 19:00:00,356.0,562.0,4012.0,0.0,257.0,14.0,0.0
2023-02-26 20:00:00,314.0,503.0,4011.0,0.0,301.0,57.0,0.0
2023-02-26 21:00:00,308.0,455.0,4012.0,0.0,422.0,89.0,0.0
2023-02-26 22:00:00,310.0,489.0,4018.0,0.0,361.0,108.0,0.0
2023-02-26 23:00:00,340.0,462.0,4014.0,0.0,381.0,101.0,1.0
