Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
41400,2023-09-22 00:00:00,189.02,1019.0,2643.0,7503.0,0.0,84.0,0.0,851.0,221.0,0.0,90.0
41401,2023-09-22 01:00:00,183.42,910.0,2633.0,7503.0,0.0,77.0,0.0,841.0,224.0,0.0,90.0
41402,2023-09-22 02:00:00,178.15,805.0,2642.0,7503.0,0.0,76.0,0.0,833.0,224.0,0.0,87.0
41403,2023-09-22 03:00:00,181.31,821.0,2681.0,7508.0,0.0,76.0,0.0,749.0,226.0,0.0,92.0
41404,2023-09-22 04:00:00,194.19,813.0,3245.0,7509.0,0.0,81.0,83.0,725.0,245.0,0.0,98.0
41405,2023-09-22 05:00:00,187.82,805.0,3298.0,7509.0,0.0,87.0,1062.0,506.0,253.0,0.0,116.0
41406,2023-09-22 06:00:00,173.0,809.0,3231.0,7504.0,0.0,87.0,2796.0,324.0,259.0,0.0,131.0
41407,2023-09-22 07:00:00,162.5,799.0,3348.0,7505.0,0.0,92.0,4744.0,222.0,258.0,0.0,175.0
41408,2023-09-22 08:00:00,146.25,803.0,2992.0,7508.0,0.0,92.0,6257.0,273.0,225.0,0.0,183.0
41409,2023-09-22 09:00:00,131.38,799.0,2451.0,7516.0,0.0,90.0,6996.0,391.0,220.0,0.0,189.0
41410,2023-09-22 10:00:00,130.48,797.0,2492.0,7516.0,0.0,94.0,7284.0,541.0,222.0,0.0,211.0
41411,2023-09-22 11:00:00,135.15,802.0,2696.0,7515.0,0.0,95.0,6906.0,764.0,233.0,0.0,222.0
41412,2023-09-22 12:00:00,138.94,796.0,2666.0,7515.0,0.0,96.0,5731.0,915.0,232.0,0.0,216.0
41413,2023-09-22 13:00:00,144.16,806.0,2511.0,7519.0,0.0,96.0,4212.0,871.0,234.0,0.0,190.0
41414,2023-09-22 14:00:00,163.49,793.0,2895.0,7519.0,0.0,96.0,2357.0,857.0,233.0,0.0,151.0
41415,2023-09-22 15:00:00,167.28,790.0,2490.0,7517.0,0.0,96.0,1046.0,615.0,256.0,0.0,131.0
41416,2023-09-22 16:00:00,186.84,790.0,2875.0,7519.0,0.0,96.0,114.0,534.0,279.0,0.0,110.0
41417,2023-09-22 17:00:00,198.12,802.0,3240.0,7517.0,0.0,96.0,0.0,461.0,280.0,0.0,97.0
41418,2023-09-22 18:00:00,195.01,802.0,3098.0,7505.0,0.0,96.0,0.0,451.0,279.0,0.0,95.0
41419,2023-09-22 19:00:00,193.57,803.0,3018.0,7498.0,0.0,96.0,0.0,426.0,265.0,0.0,95.0
41420,2023-09-22 20:00:00,194.55,807.0,3052.0,7505.0,0.0,96.0,0.0,417.0,267.0,0.0,93.0
41421,2023-09-22 21:00:00,180.19,804.0,2537.0,7500.0,0.0,84.0,0.0,512.0,271.0,0.0,91.0
41422,2023-09-22 22:00:00,191.27,806.0,2895.0,7502.0,0.0,84.0,0.0,384.0,240.0,0.0,93.0
41423,2023-09-22 23:00:00,193.91,804.0,2943.0,7499.0,0.0,84.0,0.0,286.0,232.0,0.0,94.0
