UTC time,coal,nat_gas,oil,hydro,solar,other
2023-02-10 00:00:00,0,4618.0,0.0,18.0,1.0,98.0
2023-02-10 01:00:00,0,4522.0,0.0,18.0,0.0,98.0
2023-02-10 02:00:00,0,4481.0,0.0,18.0,0.0,97.0
2023-02-10 03:00:00,0,4063.0,0.0,18.0,0.0,97.0
2023-02-10 04:00:00,0,3768.0,0.0,18.0,0.0,99.0
2023-02-10 05:00:00,0,3420.0,0.0,18.0,0.0,98.0
2023-02-10 06:00:00,0,3177.0,0.0,19.0,0.0,97.0
2023-02-10 07:00:00,0,2909.0,0.0,18.0,0.0,98.0
2023-02-10 08:00:00,0,2793.0,0.0,18.0,0.0,96.0
2023-02-10 09:00:00,0,2680.0,0.0,19.0,0.0,97.0
2023-02-10 10:00:00,0,2689.0,0.0,18.0,0.0,98.0
2023-02-10 11:00:00,0,2865.0,0.0,18.0,0.0,98.0
2023-02-10 12:00:00,0,3276.0,0.0,19.0,0.0,98.0
2023-02-10 13:00:00,0,3484.0,0.0,18.0,24.0,99.0
2023-02-10 14:00:00,0,3535.0,0.0,18.0,189.0,98.0
2023-02-10 15:00:00,0,3817.0,0.0,19.0,342.0,92.0
2023-02-10 16:00:00,0,4155.0,0.0,18.0,353.0,97.0
2023-02-10 17:00:00,0,4281.0,0.0,18.0,352.0,98.0
2023-02-10 18:00:00,0,4348.0,0.0,19.0,378.0,96.0
2023-02-10 19:00:00,0,4441.0,0.0,18.0,352.0,96.0
2023-02-10 20:00:00,0,4452.0,0.0,18.0,316.0,97.0
2023-02-10 21:00:00,0,4652.0,0.0,19.0,242.0,97.0
2023-02-10 22:00:00,0,4803.0,0.0,18.0,138.0,97.0
2023-02-10 23:00:00,0,4737.0,0.0,19.0,43.0,99.0
