UTC time,coal,nat_gas,oil,hydro,solar,other
2023-09-19 00:00:00,"1,423",6120.0,5.0,18.0,21.0,95.0
2023-09-19 01:00:00,"1,430",5648.0,0.0,17.0,0.0,96.0
2023-09-19 02:00:00,"1,430",4788.0,0.0,17.0,0.0,95.0
2023-09-19 03:00:00,"1,381",4025.0,0.0,17.0,0.0,95.0
2023-09-19 04:00:00,834,3886.0,0.0,18.0,0.0,97.0
2023-09-19 05:00:00,345,3867.0,0.0,17.0,0.0,94.0
2023-09-19 06:00:00,268,3638.0,0.0,17.0,0.0,93.0
2023-09-19 07:00:00,268,3464.0,0.0,17.0,0.0,95.0
2023-09-19 08:00:00,270,3343.0,0.0,17.0,0.0,97.0
2023-09-19 09:00:00,266,3294.0,0.0,17.0,0.0,96.0
2023-09-19 10:00:00,269,3411.0,0.0,17.0,0.0,93.0
2023-09-19 11:00:00,269,3734.0,0.0,17.0,0.0,95.0
2023-09-19 12:00:00,265,3930.0,4.0,20.0,26.0,94.0
2023-09-19 13:00:00,270,3702.0,49.0,20.0,397.0,95.0
2023-09-19 14:00:00,269,3555.0,43.0,20.0,741.0,92.0
2023-09-19 15:00:00,267,3760.0,1.0,21.0,873.0,96.0
2023-09-19 16:00:00,283,4117.0,0.0,20.0,923.0,93.0
2023-09-19 17:00:00,437,4725.0,0.0,21.0,931.0,94.0
2023-09-19 18:00:00,866,4924.0,0.0,20.0,883.0,94.0
2023-09-19 19:00:00,"1,200",4981.0,0.0,21.0,894.0,86.0
2023-09-19 20:00:00,"1,359",5141.0,0.0,20.0,820.0,94.0
2023-09-19 21:00:00,"1,435",5176.0,0.0,21.0,790.0,93.0
2023-09-19 22:00:00,"1,435",5274.0,0.0,37.0,632.0,96.0
2023-09-19 23:00:00,"1,431",5275.0,0.0,21.0,291.0,95.0
