UTC time,coal,nat_gas,oil,hydro,solar,other
2023-07-09 00:00:00,953,5527.0,0.0,36.0,197.0,98.0
2023-07-09 01:00:00,955,5571.0,0.0,35.0,14.0,98.0
2023-07-09 02:00:00,923,5444.0,0.0,35.0,0.0,95.0
2023-07-09 03:00:00,721,5116.0,0.0,35.0,0.0,94.0
2023-07-09 04:00:00,512,4839.0,0.0,36.0,0.0,95.0
2023-07-09 05:00:00,272,4310.0,0.0,36.0,0.0,93.0
2023-07-09 06:00:00,271,4025.0,0.0,36.0,0.0,93.0
2023-07-09 07:00:00,266,3810.0,0.0,36.0,0.0,92.0
2023-07-09 08:00:00,268,3664.0,0.0,35.0,0.0,94.0
2023-07-09 09:00:00,266,3607.0,0.0,36.0,0.0,91.0
2023-07-09 10:00:00,265,3609.0,0.0,36.0,0.0,90.0
2023-07-09 11:00:00,267,3624.0,0.0,35.0,1.0,93.0
2023-07-09 12:00:00,265,3700.0,0.0,36.0,170.0,92.0
2023-07-09 13:00:00,267,4081.0,0.0,36.0,502.0,94.0
2023-07-09 14:00:00,340,4646.0,0.0,35.0,715.0,90.0
2023-07-09 15:00:00,570,5095.0,0.0,36.0,656.0,92.0
2023-07-09 16:00:00,854,5469.0,0.0,35.0,662.0,89.0
2023-07-09 17:00:00,"1,069",5800.0,0.0,35.0,750.0,85.0
2023-07-09 18:00:00,"1,191",5921.0,0.0,35.0,821.0,83.0
2023-07-09 19:00:00,"1,354",6067.0,0.0,35.0,852.0,75.0
2023-07-09 20:00:00,"1,417",6040.0,0.0,35.0,786.0,79.0
2023-07-09 21:00:00,"1,412",6170.0,0.0,35.0,613.0,87.0
2023-07-09 22:00:00,"1,420",6302.0,0.0,37.0,466.0,92.0
2023-07-09 23:00:00,"1,415",6451.0,0.0,35.0,412.0,89.0
