Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
37200,2023-03-31 00:00:00,149.48,3284.0,3329.0,5628.0,6142.0,0.0,6321.0,233.0
37201,2023-03-31 01:00:00,153.62,3445.0,3332.0,5641.0,6684.0,0.0,5734.0,233.0
37202,2023-03-31 02:00:00,169.91,3844.0,3352.0,5642.0,7237.0,0.0,4197.0,221.0
37203,2023-03-31 03:00:00,173.84,3923.0,3372.0,5644.0,8083.0,0.0,3088.0,217.0
37204,2023-03-31 04:00:00,165.51,3845.0,3459.0,5640.0,9384.0,13.0,2820.0,227.0
37205,2023-03-31 05:00:00,162.2,3791.0,3509.0,5643.0,9226.0,147.0,3231.0,220.0
37206,2023-03-31 06:00:00,163.55,3786.0,3426.0,5484.0,8691.0,354.0,3385.0,218.0
37207,2023-03-31 07:00:00,165.8,3862.0,3284.0,5400.0,8352.0,710.0,3204.0,219.0
37208,2023-03-31 08:00:00,151.73,3635.0,3286.0,5463.0,7892.0,1404.0,4335.0,205.0
37209,2023-03-31 09:00:00,137.76,3123.0,3243.0,5517.0,7343.0,1952.0,4557.0,204.0
37210,2023-03-31 10:00:00,142.27,3219.0,3181.0,5568.0,7156.0,2053.0,4085.0,206.0
37211,2023-03-31 11:00:00,146.11,3260.0,3188.0,5445.0,7600.0,2151.0,3183.0,203.0
37212,2023-03-31 12:00:00,161.77,3689.0,3215.0,5542.0,7763.0,2101.0,2171.0,204.0
37213,2023-03-31 13:00:00,164.03,3609.0,3215.0,5574.0,7880.0,1731.0,1758.0,206.0
37214,2023-03-31 14:00:00,161.19,3277.0,3225.0,5565.0,8394.0,1207.0,980.0,205.0
37215,2023-03-31 15:00:00,163.96,3300.0,3244.0,5598.0,9259.0,543.0,464.0,209.0
37216,2023-03-31 16:00:00,177.01,3546.0,3247.0,5608.0,9053.0,87.0,259.0,212.0
37217,2023-03-31 17:00:00,186.57,3896.0,3305.0,5614.0,9280.0,0.0,116.0,214.0
37218,2023-03-31 18:00:00,187.5,3949.0,3296.0,5622.0,9368.0,0.0,62.0,214.0
37219,2023-03-31 19:00:00,188.58,4013.0,3278.0,5621.0,9334.0,0.0,146.0,212.0
37220,2023-03-31 20:00:00,190.99,4030.0,3270.0,5621.0,9000.0,0.0,230.0,220.0
37221,2023-03-31 21:00:00,180.63,4441.0,2708.0,5621.0,10890.0,0.0,358.0,215.0
37222,2023-03-31 22:00:00,183.74,4535.0,2623.0,5622.0,10486.0,0.0,561.0,213.0
37223,2023-03-31 23:00:00,180.56,4484.0,2644.0,5626.0,10330.0,0.0,991.0,217.0
