UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-02-07 00:00:00,355.0,1298.0,4003.0,0.0,353.0,69.0,5.0
2023-02-07 01:00:00,437.0,1923.0,4007.0,0.0,92.0,72.0,0.0
2023-02-07 02:00:00,511.0,2469.0,4005.0,0.0,0.0,82.0,0.0
2023-02-07 03:00:00,511.0,2552.0,4011.0,0.0,9.0,74.0,0.0
2023-02-07 04:00:00,513.0,2495.0,4010.0,0.0,10.0,70.0,0.0
2023-02-07 05:00:00,514.0,2471.0,4006.0,0.0,1.0,67.0,0.0
2023-02-07 06:00:00,513.0,2393.0,4008.0,0.0,0.0,54.0,0.0
2023-02-07 07:00:00,455.0,2424.0,4012.0,0.0,0.0,55.0,0.0
2023-02-07 08:00:00,385.0,2363.0,4014.0,0.0,0.0,69.0,0.0
2023-02-07 09:00:00,375.0,2189.0,4008.0,0.0,0.0,96.0,0.0
2023-02-07 10:00:00,375.0,2000.0,3996.0,0.0,0.0,89.0,0.0
2023-02-07 11:00:00,375.0,2216.0,4000.0,0.0,0.0,90.0,0.0
2023-02-07 12:00:00,432.0,2250.0,4000.0,0.0,0.0,105.0,0.0
2023-02-07 13:00:00,554.0,2442.0,4005.0,0.0,0.0,111.0,0.0
2023-02-07 14:00:00,599.0,2588.0,4003.0,0.0,9.0,90.0,0.0
2023-02-07 15:00:00,603.0,2623.0,4006.0,0.0,49.0,69.0,0.0
2023-02-07 16:00:00,438.0,2524.0,4003.0,0.0,299.0,40.0,0.0
2023-02-07 17:00:00,359.0,2076.0,4008.0,0.0,446.0,26.0,0.0
2023-02-07 18:00:00,318.0,1567.0,4001.0,0.0,445.0,9.0,0.0
2023-02-07 19:00:00,310.0,1085.0,3998.0,0.0,427.0,3.0,0.0
2023-02-07 20:00:00,310.0,1013.0,3993.0,0.0,417.0,1.0,0.0
2023-02-07 21:00:00,310.0,899.0,3997.0,0.0,421.0,0.0,21.0
2023-02-07 22:00:00,309.0,937.0,4001.0,0.0,441.0,1.0,25.0
2023-02-07 23:00:00,309.0,1009.0,3999.0,0.0,450.0,0.0,25.0
