Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
35688,2023-01-27 00:00:00,2024-07-17 00:00:00,3.1,122.72,233.0,196.0,1993.0,45.0,362.0,0.0,0.0,102.0,203.0
35689,2023-01-27 01:00:00,2024-07-17 00:00:00,3.1,123.1,231.0,194.0,1993.0,45.0,339.0,0.0,0.0,101.0,203.0
35690,2023-01-27 02:00:00,2024-07-17 00:00:00,3.1,124.34,233.0,198.0,1992.0,45.0,338.0,0.0,0.0,101.0,206.0
35691,2023-01-27 03:00:00,2024-07-17 00:00:00,3.1,125.68,234.0,204.0,1989.0,46.0,343.0,0.0,0.0,106.0,212.0
35692,2023-01-27 04:00:00,2024-07-17 00:00:00,3.1,126.39,236.0,190.0,1989.0,48.0,358.0,0.0,0.0,107.0,225.0
35693,2023-01-27 05:00:00,2024-07-17 00:00:00,3.1,124.17,239.0,196.0,1988.0,49.0,487.0,0.0,0.0,105.0,236.0
35694,2023-01-27 06:00:00,2024-07-17 00:00:00,3.1,122.39,240.0,198.0,1989.0,49.0,546.0,1.0,0.0,105.0,237.0
35695,2023-01-27 07:00:00,2024-07-17 00:00:00,3.1,117.65,240.0,196.0,1991.0,49.0,636.0,14.0,0.0,104.0,230.0
35696,2023-01-27 08:00:00,2024-07-17 00:00:00,3.1,114.34,240.0,197.0,1989.0,49.0,679.0,34.0,0.0,105.0,220.0
35697,2023-01-27 09:00:00,2024-07-17 00:00:00,3.1,114.86,239.0,194.0,1989.0,49.0,626.0,45.0,0.0,107.0,217.0
35698,2023-01-27 10:00:00,2024-07-17 00:00:00,3.1,118.02,240.0,200.0,1990.0,48.0,544.0,43.0,0.0,109.0,216.0
35699,2023-01-27 11:00:00,2024-07-17 00:00:00,3.1,121.06,242.0,205.0,1988.0,48.0,468.0,40.0,0.0,107.0,211.0
35700,2023-01-27 12:00:00,2024-07-17 00:00:00,3.1,118.19,239.0,204.0,1988.0,48.0,532.0,36.0,0.0,109.0,211.0
35701,2023-01-27 13:00:00,2024-07-17 00:00:00,3.1,119.85,240.0,217.0,1990.0,48.0,539.0,23.0,0.0,110.0,214.0
35702,2023-01-27 14:00:00,2024-07-17 00:00:00,3.1,121.21,239.0,214.0,1990.0,48.0,532.0,10.0,0.0,107.0,221.0
35703,2023-01-27 15:00:00,2024-07-17 00:00:00,3.1,121.55,239.0,212.0,1990.0,48.0,552.0,1.0,0.0,105.0,227.0
35704,2023-01-27 16:00:00,2024-07-17 00:00:00,3.1,120.23,242.0,215.0,1989.0,48.0,613.0,0.0,0.0,105.0,227.0
35705,2023-01-27 17:00:00,2024-07-17 00:00:00,3.1,118.64,239.0,210.0,1989.0,48.0,641.0,0.0,0.0,104.0,229.0
35706,2023-01-27 18:00:00,2024-07-17 00:00:00,3.1,121.71,240.0,210.0,1988.0,48.0,560.0,0.0,0.0,104.0,229.0
35707,2023-01-27 19:00:00,2024-07-17 00:00:00,3.1,125.47,244.0,211.0,1987.0,48.0,481.0,0.0,0.0,105.0,229.0
35708,2023-01-27 20:00:00,2024-07-17 00:00:00,3.1,124.84,241.0,210.0,1989.0,47.0,458.0,0.0,0.0,105.0,224.0
35709,2023-01-27 21:00:00,2024-07-17 00:00:00,3.1,126.63,252.0,202.0,1989.0,47.0,415.0,0.0,0.0,106.0,214.0
35710,2023-01-27 22:00:00,2024-07-17 00:00:00,3.1,124.18,241.0,203.0,1989.0,44.0,409.0,0.0,0.0,100.0,210.0
35711,2023-01-27 23:00:00,2024-07-17 00:00:00,3.1,122.23,228.0,190.0,1990.0,44.0,376.0,0.0,0.0,100.0,213.0
