Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
42000,2023-10-17 00:00:00,121.01,0.0,5663.0,6987.0,0.0,4344.0,321.0,0.0,0.0,0.0,0.0
42001,2023-10-17 01:00:00,121.62,0.0,5663.0,7274.0,0.0,3969.0,323.0,0.0,0.0,0.0,0.0
42002,2023-10-17 02:00:00,118.3,0.0,5663.0,7971.0,0.0,3711.0,367.0,0.0,0.0,0.0,0.0
42003,2023-10-17 03:00:00,112.17,0.0,5665.0,9164.0,0.0,3459.0,399.0,0.0,0.0,0.0,0.0
42004,2023-10-17 04:00:00,107.77,0.0,5663.0,9925.0,0.0,3345.0,510.0,0.0,0.0,0.0,0.0
42005,2023-10-17 05:00:00,107.23,0.0,5662.0,10033.0,1.0,3307.0,538.0,0.0,0.0,0.0,0.0
42006,2023-10-17 06:00:00,107.59,0.0,5676.0,10072.0,23.0,3282.0,554.0,0.0,0.0,0.0,0.0
42007,2023-10-17 07:00:00,109.47,0.0,5672.0,10022.0,148.0,3257.0,621.0,0.0,0.0,0.0,0.0
42008,2023-10-17 08:00:00,111.02,0.0,5668.0,10088.0,299.0,3327.0,601.0,0.0,0.0,0.0,0.0
42009,2023-10-17 09:00:00,112.01,0.0,5669.0,10095.0,407.0,3397.0,634.0,0.0,0.0,0.0,0.0
42010,2023-10-17 10:00:00,114.71,20.0,5670.0,9771.0,439.0,3470.0,605.0,0.0,0.0,0.0,0.0
42011,2023-10-17 11:00:00,112.84,0.0,5663.0,9713.0,402.0,3620.0,618.0,0.0,0.0,0.0,0.0
42012,2023-10-17 12:00:00,110.95,0.0,5661.0,9747.0,309.0,3720.0,572.0,0.0,0.0,0.0,0.0
42013,2023-10-17 13:00:00,108.34,0.0,5660.0,9843.0,195.0,3821.0,541.0,0.0,0.0,0.0,0.0
42014,2023-10-17 14:00:00,104.31,0.0,5661.0,10117.0,83.0,4006.0,537.0,0.0,0.0,0.0,0.0
42015,2023-10-17 15:00:00,102.39,0.0,5662.0,10144.0,7.0,4136.0,539.0,0.0,0.0,0.0,0.0
42016,2023-10-17 16:00:00,101.38,0.0,5662.0,10106.0,0.0,4374.0,523.0,0.0,0.0,0.0,0.0
42017,2023-10-17 17:00:00,101.11,0.0,5664.0,10050.0,0.0,4493.0,520.0,0.0,0.0,0.0,0.0
42018,2023-10-17 18:00:00,101.78,0.0,5666.0,9852.0,0.0,4566.0,513.0,0.0,0.0,0.0,0.0
42019,2023-10-17 19:00:00,103.33,0.0,5672.0,9676.0,0.0,4469.0,493.0,0.0,0.0,0.0,0.0
42020,2023-10-17 20:00:00,106.33,0.0,5667.0,9247.0,0.0,4367.0,438.0,0.0,0.0,0.0,0.0
42021,2023-10-17 21:00:00,112.0,0.0,5683.0,8642.0,0.0,4031.0,418.0,0.0,0.0,0.0,0.0
42022,2023-10-17 22:00:00,117.55,0.0,5688.0,7880.0,0.0,3922.0,414.0,0.0,0.0,0.0,0.0
42023,2023-10-17 23:00:00,118.19,0.0,5696.0,7842.0,0.0,3877.0,416.0,0.0,0.0,0.0,0.0
