Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
42360,2023-11-01 00:00:00,2024-07-17 00:00:00,3.1,194.43,284.0,0.0,400.0,82.0,157.0,50.0
42361,2023-11-01 01:00:00,2024-07-17 00:00:00,3.1,181.81,283.0,0.0,578.0,7.0,153.0,60.0
42362,2023-11-01 02:00:00,2024-07-17 00:00:00,3.1,222.17,284.0,0.0,543.0,0.0,138.0,127.0
42363,2023-11-01 03:00:00,2024-07-17 00:00:00,3.1,232.61,285.0,0.0,468.0,0.0,152.0,124.0
42364,2023-11-01 04:00:00,2024-07-17 00:00:00,3.1,235.92,286.0,0.0,434.0,0.0,137.0,108.0
42365,2023-11-01 05:00:00,2024-07-17 00:00:00,3.1,214.22,288.0,0.0,463.0,0.0,120.0,68.0
42366,2023-11-01 06:00:00,2024-07-17 00:00:00,3.1,173.82,288.0,0.0,470.0,0.0,130.0,1.0
42367,2023-11-01 07:00:00,2024-07-17 00:00:00,3.1,170.74,290.0,0.0,468.0,0.0,153.0,1.0
42368,2023-11-01 08:00:00,2024-07-17 00:00:00,3.1,171.1,290.0,0.0,477.0,0.0,146.0,2.0
42369,2023-11-01 09:00:00,2024-07-17 00:00:00,3.1,184.21,290.0,0.0,443.0,0.0,135.0,11.0
42370,2023-11-01 10:00:00,2024-07-17 00:00:00,3.1,205.61,290.0,0.0,419.0,0.0,109.0,30.0
42371,2023-11-01 11:00:00,2024-07-17 00:00:00,3.1,213.39,289.0,0.0,446.0,0.0,81.0,43.0
42372,2023-11-01 12:00:00,2024-07-17 00:00:00,3.1,214.5,291.0,0.0,473.0,0.0,80.0,54.0
42373,2023-11-01 13:00:00,2024-07-17 00:00:00,3.1,189.98,293.0,0.0,611.0,0.0,67.0,50.0
42374,2023-11-01 14:00:00,2024-07-17 00:00:00,3.1,169.89,291.0,0.0,765.0,0.0,64.0,54.0
42375,2023-11-01 15:00:00,2024-07-17 00:00:00,3.1,169.78,292.0,0.0,799.0,8.0,36.0,56.0
42376,2023-11-01 16:00:00,2024-07-17 00:00:00,3.1,195.72,292.0,0.0,542.0,85.0,23.0,48.0
42377,2023-11-01 17:00:00,2024-07-17 00:00:00,3.1,180.91,290.0,0.0,488.0,219.0,27.0,41.0
42378,2023-11-01 18:00:00,2024-07-17 00:00:00,3.1,181.37,289.0,0.0,471.0,254.0,13.0,42.0
42379,2023-11-01 19:00:00,2024-07-17 00:00:00,3.1,179.14,289.0,0.0,465.0,275.0,16.0,42.0
42380,2023-11-01 20:00:00,2024-07-17 00:00:00,3.1,182.91,295.0,0.0,469.0,264.0,11.0,43.0
42381,2023-11-01 21:00:00,2024-07-17 00:00:00,3.1,243.54,448.0,0.0,333.0,268.0,18.0,44.0
42382,2023-11-01 22:00:00,2024-07-17 00:00:00,3.1,257.44,466.0,0.0,328.0,220.0,22.0,46.0
42383,2023-11-01 23:00:00,2024-07-17 00:00:00,3.1,269.91,464.0,0.0,364.0,126.0,14.0,45.0
