Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
35136,2023-01-04 00:00:00,2024-07-17 00:00:00,3.1,156.49,481.0,0.0,714.0,28.0,64.0,56.0
35137,2023-01-04 01:00:00,2024-07-17 00:00:00,3.1,154.14,483.0,0.0,772.0,1.0,59.0,57.0
35138,2023-01-04 02:00:00,2024-07-17 00:00:00,3.1,157.36,485.0,0.0,735.0,0.0,69.0,56.0
35139,2023-01-04 03:00:00,2024-07-17 00:00:00,3.1,155.08,483.0,0.0,721.0,0.0,100.0,56.0
35140,2023-01-04 04:00:00,2024-07-17 00:00:00,3.1,152.86,486.0,0.0,736.0,0.0,109.0,56.0
35141,2023-01-04 05:00:00,2024-07-17 00:00:00,3.1,161.25,485.0,0.0,669.0,0.0,100.0,55.0
35142,2023-01-04 06:00:00,2024-07-17 00:00:00,3.1,171.58,486.0,0.0,570.0,0.0,119.0,54.0
35143,2023-01-04 07:00:00,2024-07-17 00:00:00,3.1,172.54,485.0,0.0,553.0,0.0,135.0,57.0
35144,2023-01-04 08:00:00,2024-07-17 00:00:00,3.1,174.1,482.0,0.0,533.0,0.0,136.0,55.0
35145,2023-01-04 09:00:00,2024-07-17 00:00:00,3.1,170.82,487.0,0.0,547.0,0.0,151.0,55.0
35146,2023-01-04 10:00:00,2024-07-17 00:00:00,3.1,170.22,477.0,0.0,533.0,0.0,160.0,56.0
35147,2023-01-04 11:00:00,2024-07-17 00:00:00,3.1,171.15,475.0,0.0,528.0,0.0,156.0,56.0
35148,2023-01-04 12:00:00,2024-07-17 00:00:00,3.1,168.08,476.0,0.0,540.0,0.0,165.0,55.0
35149,2023-01-04 13:00:00,2024-07-17 00:00:00,3.1,156.89,482.0,0.0,585.0,0.0,219.0,56.0
35150,2023-01-04 14:00:00,2024-07-17 00:00:00,3.1,141.62,486.0,0.0,719.0,0.0,233.0,55.0
35151,2023-01-04 15:00:00,2024-07-17 00:00:00,3.1,134.83,482.0,0.0,764.0,0.0,253.0,54.0
35152,2023-01-04 16:00:00,2024-07-17 00:00:00,3.1,122.82,461.0,0.0,809.0,9.0,316.0,56.0
35153,2023-01-04 17:00:00,2024-07-17 00:00:00,3.1,117.25,456.0,0.0,774.0,104.0,308.0,52.0
35154,2023-01-04 18:00:00,2024-07-17 00:00:00,3.1,113.76,440.0,0.0,684.0,159.0,367.0,54.0
35155,2023-01-04 19:00:00,2024-07-17 00:00:00,3.1,109.84,433.0,0.0,633.0,167.0,450.0,53.0
35156,2023-01-04 20:00:00,2024-07-17 00:00:00,3.1,109.49,430.0,0.0,609.0,181.0,450.0,51.0
35157,2023-01-04 21:00:00,2024-07-17 00:00:00,3.1,112.09,433.0,0.0,535.0,160.0,516.0,52.0
35158,2023-01-04 22:00:00,2024-07-17 00:00:00,3.1,109.83,431.0,0.0,540.0,123.0,574.0,51.0
35159,2023-01-04 23:00:00,2024-07-17 00:00:00,3.1,111.39,430.0,0.0,598.0,59.0,566.0,54.0
