Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
41184,2023-09-13 00:00:00,2024-07-17 00:00:00,3.1,118.13,639.0,0.0,983.0,307.0,204.0,34.0
41185,2023-09-13 01:00:00,2024-07-17 00:00:00,3.1,113.87,638.0,0.0,1146.0,193.0,246.0,37.0
41186,2023-09-13 02:00:00,2024-07-17 00:00:00,3.1,120.0,641.0,0.0,1215.0,31.0,226.0,36.0
41187,2023-09-13 03:00:00,2024-07-17 00:00:00,3.1,122.68,639.0,0.0,1151.0,0.0,281.0,39.0
41188,2023-09-13 04:00:00,2024-07-17 00:00:00,3.1,123.63,605.0,0.0,1082.0,0.0,266.0,39.0
41189,2023-09-13 05:00:00,2024-07-17 00:00:00,3.1,113.23,512.0,0.0,1090.0,0.0,222.0,37.0
41190,2023-09-13 06:00:00,2024-07-17 00:00:00,3.1,100.44,305.0,0.0,840.0,0.0,177.0,42.0
41191,2023-09-13 07:00:00,2024-07-17 00:00:00,3.1,106.6,280.0,0.0,737.0,0.0,135.0,41.0
41192,2023-09-13 08:00:00,2024-07-17 00:00:00,3.1,114.55,275.0,0.0,643.0,0.0,131.0,40.0
41193,2023-09-13 09:00:00,2024-07-17 00:00:00,3.1,116.33,273.0,0.0,581.0,0.0,172.0,40.0
41194,2023-09-13 10:00:00,2024-07-17 00:00:00,3.1,109.98,273.0,0.0,581.0,0.0,242.0,42.0
41195,2023-09-13 11:00:00,2024-07-17 00:00:00,3.1,108.35,275.0,0.0,584.0,0.0,261.0,42.0
41196,2023-09-13 12:00:00,2024-07-17 00:00:00,3.1,111.08,274.0,0.0,574.0,0.0,261.0,47.0
41197,2023-09-13 13:00:00,2024-07-17 00:00:00,3.1,113.9,289.0,0.0,618.0,0.0,218.0,46.0
41198,2023-09-13 14:00:00,2024-07-17 00:00:00,3.1,132.1,470.0,0.0,793.0,13.0,198.0,47.0
41199,2023-09-13 15:00:00,2024-07-17 00:00:00,3.1,131.5,491.0,0.0,728.0,117.0,204.0,47.0
41200,2023-09-13 16:00:00,2024-07-17 00:00:00,3.1,127.16,487.0,5.0,606.0,301.0,196.0,46.0
41201,2023-09-13 17:00:00,2024-07-17 00:00:00,3.1,116.57,481.0,0.0,627.0,380.0,196.0,40.0
41202,2023-09-13 18:00:00,2024-07-17 00:00:00,3.1,100.69,489.0,0.0,787.0,420.0,280.0,38.0
41203,2023-09-13 19:00:00,2024-07-17 00:00:00,3.1,99.69,491.0,0.0,730.0,397.0,376.0,36.0
41204,2023-09-13 20:00:00,2024-07-17 00:00:00,3.1,78.21,395.0,0.0,907.0,396.0,412.0,38.0
41205,2023-09-13 21:00:00,2024-07-17 00:00:00,3.1,93.05,491.0,0.0,852.0,407.0,394.0,37.0
41206,2023-09-13 22:00:00,2024-07-17 00:00:00,3.1,73.57,395.0,0.0,978.0,428.0,465.0,41.0
41207,2023-09-13 23:00:00,2024-07-17 00:00:00,3.1,82.08,494.0,0.0,993.0,430.0,520.0,35.0
