UTC time,nat_gas,oil,hydro,solar,wind,other
2023-03-13 00:00:00,557.0,0.0,537.0,129.0,390.0,51.0
2023-03-13 01:00:00,611.0,0.0,679.0,44.0,364.0,54.0
2023-03-13 02:00:00,658.0,0.0,762.0,2.0,316.0,52.0
2023-03-13 03:00:00,662.0,0.0,707.0,0.0,379.0,54.0
2023-03-13 04:00:00,665.0,0.0,614.0,0.0,398.0,51.0
2023-03-13 05:00:00,665.0,0.0,585.0,0.0,413.0,53.0
2023-03-13 06:00:00,665.0,0.0,539.0,0.0,384.0,53.0
2023-03-13 07:00:00,664.0,0.0,536.0,0.0,352.0,54.0
2023-03-13 08:00:00,631.0,0.0,482.0,0.0,343.0,55.0
2023-03-13 09:00:00,575.0,0.0,472.0,0.0,402.0,55.0
2023-03-13 10:00:00,613.0,0.0,513.0,0.0,396.0,53.0
2023-03-13 11:00:00,615.0,0.0,580.0,0.0,391.0,54.0
2023-03-13 12:00:00,625.0,0.0,583.0,0.0,350.0,51.0
2023-03-13 13:00:00,660.0,0.0,690.0,0.0,319.0,53.0
2023-03-13 14:00:00,666.0,0.0,758.0,0.0,287.0,53.0
2023-03-13 15:00:00,656.0,0.0,791.0,9.0,279.0,51.0
2023-03-13 16:00:00,588.0,0.0,672.0,38.0,262.0,52.0
2023-03-13 17:00:00,611.0,0.0,539.0,66.0,272.0,54.0
2023-03-13 18:00:00,554.0,0.0,365.0,97.0,238.0,52.0
2023-03-13 19:00:00,551.0,0.0,458.0,111.0,208.0,54.0
2023-03-13 20:00:00,547.0,0.0,474.0,161.0,225.0,56.0
2023-03-13 21:00:00,471.0,0.0,512.0,181.0,211.0,55.0
2023-03-13 22:00:00,443.0,0.0,528.0,189.0,171.0,56.0
2023-03-13 23:00:00,446.0,0.0,577.0,170.0,168.0,52.0
