UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-09-04 00:00:00,1219.0,20.0,51.0,349.0,10.0,301.0
2023-09-04 01:00:00,1218.0,35.0,52.0,348.0,7.0,227.0
2023-09-04 02:00:00,1220.0,76.0,51.0,358.0,2.0,191.0
2023-09-04 03:00:00,1223.0,35.0,51.0,349.0,0.0,361.0
2023-09-04 04:00:00,1223.0,22.0,53.0,354.0,0.0,465.0
2023-09-04 05:00:00,1218.0,25.0,52.0,352.0,0.0,531.0
2023-09-04 06:00:00,1100.0,28.0,51.0,352.0,0.0,339.0
2023-09-04 07:00:00,1166.0,17.0,53.0,350.0,0.0,292.0
2023-09-04 08:00:00,1220.0,18.0,52.0,354.0,0.0,198.0
2023-09-04 09:00:00,1224.0,18.0,51.0,353.0,0.0,283.0
2023-09-04 10:00:00,1201.0,17.0,51.0,356.0,0.0,365.0
2023-09-04 11:00:00,1110.0,16.0,52.0,357.0,0.0,224.0
2023-09-04 12:00:00,1156.0,17.0,51.0,365.0,0.0,228.0
2023-09-04 13:00:00,1158.0,17.0,52.0,366.0,0.0,259.0
2023-09-04 14:00:00,1156.0,17.0,51.0,365.0,9.0,328.0
2023-09-04 15:00:00,1147.0,19.0,52.0,359.0,28.0,281.0
2023-09-04 16:00:00,1066.0,18.0,50.0,357.0,47.0,298.0
2023-09-04 17:00:00,1019.0,19.0,49.0,362.0,69.0,384.0
2023-09-04 18:00:00,1018.0,17.0,48.0,360.0,61.0,491.0
2023-09-04 19:00:00,947.0,17.0,50.0,360.0,32.0,555.0
2023-09-04 20:00:00,896.0,17.0,49.0,359.0,36.0,590.0
2023-09-04 21:00:00,853.0,17.0,50.0,359.0,42.0,571.0
2023-09-04 22:00:00,846.0,18.0,50.0,364.0,25.0,547.0
2023-09-04 23:00:00,817.0,20.0,52.0,361.0,16.0,549.0
