UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-12-13 00:00:00,1497.0,94.0,59.0,444.0,1.0,238.0
2023-12-13 01:00:00,1494.0,186.0,59.0,436.0,0.0,244.0
2023-12-13 02:00:00,1498.0,190.0,59.0,441.0,0.0,201.0
2023-12-13 03:00:00,1510.0,191.0,60.0,440.0,0.0,205.0
2023-12-13 04:00:00,1512.0,192.0,59.0,438.0,0.0,324.0
2023-12-13 05:00:00,1506.0,191.0,59.0,439.0,0.0,434.0
2023-12-13 06:00:00,1505.0,192.0,60.0,442.0,0.0,509.0
2023-12-13 07:00:00,1496.0,191.0,60.0,439.0,0.0,590.0
2023-12-13 08:00:00,1496.0,191.0,61.0,439.0,0.0,606.0
2023-12-13 09:00:00,1496.0,190.0,59.0,444.0,0.0,617.0
2023-12-13 10:00:00,1497.0,191.0,60.0,440.0,0.0,653.0
2023-12-13 11:00:00,1494.0,154.0,60.0,442.0,0.0,708.0
2023-12-13 12:00:00,1497.0,143.0,59.0,437.0,0.0,707.0
2023-12-13 13:00:00,1495.0,177.0,60.0,443.0,0.0,716.0
2023-12-13 14:00:00,1501.0,190.0,60.0,440.0,0.0,653.0
2023-12-13 15:00:00,1502.0,191.0,59.0,442.0,0.0,637.0
2023-12-13 16:00:00,1499.0,192.0,58.0,440.0,13.0,629.0
2023-12-13 17:00:00,1487.0,191.0,59.0,439.0,49.0,594.0
2023-12-13 18:00:00,1484.0,192.0,59.0,436.0,55.0,553.0
2023-12-13 19:00:00,1487.0,192.0,58.0,434.0,43.0,526.0
2023-12-13 20:00:00,1488.0,191.0,58.0,435.0,41.0,513.0
2023-12-13 21:00:00,1485.0,191.0,57.0,430.0,50.0,452.0
2023-12-13 22:00:00,1483.0,189.0,59.0,436.0,54.0,418.0
2023-12-13 23:00:00,1486.0,193.0,58.0,441.0,23.0,474.0
