UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-08-06 00:00:00,1537.0,42.0,59.0,371.0,54.0,393.0
2023-08-06 01:00:00,1430.0,38.0,58.0,368.0,27.0,338.0
2023-08-06 02:00:00,1446.0,38.0,60.0,366.0,8.0,259.0
2023-08-06 03:00:00,1531.0,37.0,59.0,368.0,1.0,223.0
2023-08-06 04:00:00,1538.0,37.0,59.0,370.0,0.0,115.0
2023-08-06 05:00:00,1539.0,38.0,59.0,370.0,0.0,130.0
2023-08-06 06:00:00,1544.0,38.0,60.0,371.0,0.0,92.0
2023-08-06 07:00:00,1538.0,36.0,60.0,373.0,0.0,47.0
2023-08-06 08:00:00,1548.0,37.0,59.0,373.0,0.0,39.0
2023-08-06 09:00:00,1546.0,36.0,61.0,379.0,0.0,64.0
2023-08-06 10:00:00,1548.0,35.0,60.0,373.0,0.0,87.0
2023-08-06 11:00:00,1548.0,36.0,61.0,372.0,0.0,65.0
2023-08-06 12:00:00,1551.0,36.0,61.0,376.0,0.0,59.0
2023-08-06 13:00:00,1550.0,37.0,60.0,374.0,0.0,60.0
2023-08-06 14:00:00,1549.0,34.0,60.0,373.0,3.0,48.0
2023-08-06 15:00:00,1553.0,20.0,57.0,374.0,5.0,44.0
2023-08-06 16:00:00,1542.0,36.0,58.0,374.0,8.0,47.0
2023-08-06 17:00:00,1538.0,38.0,59.0,372.0,21.0,65.0
2023-08-06 18:00:00,1541.0,33.0,59.0,373.0,48.0,85.0
2023-08-06 19:00:00,1538.0,31.0,58.0,373.0,80.0,103.0
2023-08-06 20:00:00,1541.0,37.0,58.0,372.0,86.0,155.0
2023-08-06 21:00:00,1540.0,37.0,58.0,375.0,69.0,157.0
2023-08-06 22:00:00,1539.0,27.0,58.0,373.0,83.0,186.0
2023-08-06 23:00:00,1545.0,44.0,58.0,376.0,80.0,290.0
