,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-09-07 00:00:00,2023-09-08 23:15:10,3.0,550.55,1468.0,37.0,47.0,362.0,72.0,100.0
1,2023-09-07 01:00:00,2023-09-08 23:15:10,3.0,559.16,1474.0,68.0,49.0,367.0,14.0,112.0
2,2023-09-07 02:00:00,2023-09-08 23:15:10,3.0,572.2,1475.0,76.0,49.0,364.0,1.0,78.0
3,2023-09-07 03:00:00,2023-09-08 23:15:10,3.0,548.97,1485.0,47.0,52.0,363.0,0.0,179.0
4,2023-09-07 04:00:00,2023-09-08 23:15:10,3.0,524.04,1477.0,36.0,51.0,370.0,0.0,273.0
5,2023-09-07 05:00:00,2023-09-08 23:15:10,3.0,521.42,1478.0,31.0,51.0,364.0,0.0,292.0
6,2023-09-07 06:00:00,2023-09-08 23:15:10,3.0,500.45,1484.0,36.0,49.0,363.0,0.0,388.0
7,2023-09-07 07:00:00,2023-09-08 23:15:10,3.0,493.99,1477.0,25.0,51.0,365.0,0.0,415.0
8,2023-09-07 08:00:00,2023-09-08 23:15:10,3.0,492.42,1479.0,27.0,51.0,369.0,0.0,419.0
9,2023-09-07 09:00:00,2023-09-08 23:15:10,3.0,511.19,1478.0,17.0,52.0,366.0,0.0,338.0
10,2023-09-07 10:00:00,2023-09-08 23:15:10,3.0,556.18,1481.0,17.0,52.0,364.0,0.0,159.0
11,2023-09-07 11:00:00,2023-09-08 23:15:10,3.0,559.69,1512.0,16.0,50.0,374.0,0.0,148.0
12,2023-09-07 12:00:00,2023-09-08 23:15:10,3.0,520.18,1498.0,30.0,50.0,367.0,0.0,304.0
13,2023-09-07 13:00:00,2023-09-08 23:15:10,3.0,493.73,1473.0,42.0,50.0,368.0,0.0,407.0
14,2023-09-07 14:00:00,2023-09-08 23:15:10,3.0,507.07,1476.0,41.0,51.0,364.0,18.0,333.0
15,2023-09-07 15:00:00,2023-09-08 23:15:10,3.0,504.1,1470.0,35.0,51.0,368.0,70.0,289.0
16,2023-09-07 16:00:00,2023-09-08 23:15:10,3.0,495.54,1476.0,35.0,49.0,367.0,88.0,315.0
17,2023-09-07 17:00:00,2023-09-08 23:15:10,3.0,511.85,1494.0,41.0,53.0,363.0,92.0,247.0
18,2023-09-07 18:00:00,2023-09-08 23:15:10,3.0,517.01,1498.0,39.0,51.0,360.0,86.0,236.0
19,2023-09-07 19:00:00,2023-09-08 23:15:10,3.0,518.99,1512.0,42.0,51.0,364.0,73.0,242.0
20,2023-09-07 20:00:00,2023-09-08 23:15:10,3.0,512.63,1516.0,40.0,50.0,365.0,64.0,281.0
21,2023-09-07 21:00:00,2023-09-08 23:15:10,3.0,508.43,1513.0,41.0,52.0,363.0,71.0,293.0
22,2023-09-07 22:00:00,2023-09-08 23:15:10,3.0,528.64,1512.0,43.0,51.0,365.0,38.0,234.0
23,2023-09-07 23:00:00,2023-09-08 23:15:10,3.0,542.06,1520.0,57.0,52.0,362.0,21.0,197.0
