Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
35904,2023-02-05 00:00:00,2024-07-17 00:00:00,3.1,391.01,241.0,65.0
35905,2023-02-05 01:00:00,2024-07-17 00:00:00,3.1,380.65,212.0,65.0
35906,2023-02-05 02:00:00,2024-07-17 00:00:00,3.1,390.36,239.0,65.0
35907,2023-02-05 03:00:00,2024-07-17 00:00:00,3.1,390.36,239.0,65.0
35908,2023-02-05 04:00:00,2024-07-17 00:00:00,3.1,389.03,235.0,65.0
35909,2023-02-05 05:00:00,2024-07-17 00:00:00,3.1,390.69,240.0,65.0
35910,2023-02-05 06:00:00,2024-07-17 00:00:00,3.1,390.36,239.0,65.0
35911,2023-02-05 07:00:00,2024-07-17 00:00:00,3.1,390.03,238.0,65.0
35912,2023-02-05 08:00:00,2024-07-17 00:00:00,3.1,386.27,227.0,65.0
35913,2023-02-05 09:00:00,2024-07-17 00:00:00,3.1,384.83,223.0,65.0
35914,2023-02-05 10:00:00,2024-07-17 00:00:00,3.1,378.23,206.0,65.0
35915,2023-02-05 11:00:00,2024-07-17 00:00:00,3.1,375.27,199.0,65.0
35916,2023-02-05 12:00:00,2024-07-17 00:00:00,3.1,378.23,206.0,65.0
35917,2023-02-05 13:00:00,2024-07-17 00:00:00,3.1,375.7,200.0,65.0
35918,2023-02-05 14:00:00,2024-07-17 00:00:00,3.1,379.45,209.0,65.0
35919,2023-02-05 15:00:00,2024-07-17 00:00:00,3.1,380.25,211.0,65.0
35920,2023-02-05 16:00:00,2024-07-17 00:00:00,3.1,390.03,238.0,65.0
35921,2023-02-05 17:00:00,2024-07-17 00:00:00,3.1,382.59,217.0,65.0
35922,2023-02-05 18:00:00,2024-07-17 00:00:00,3.1,387.67,231.0,65.0
35923,2023-02-05 19:00:00,2024-07-17 00:00:00,3.1,375.27,199.0,65.0
35924,2023-02-05 20:00:00,2024-07-17 00:00:00,3.1,385.91,226.0,65.0
35925,2023-02-05 21:00:00,2024-07-17 00:00:00,3.1,379.85,210.0,65.0
35926,2023-02-05 22:00:00,2024-07-17 00:00:00,3.1,360.56,169.0,65.0
35927,2023-02-05 23:00:00,2024-07-17 00:00:00,3.1,369.8,187.0,65.0
