UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-07 00:00:00,29102.0,35755.0,11643.0,2211.0,772.0,9377.0,805.0
2023-08-07 01:00:00,28489.0,35234.0,11648.0,1861.0,139.0,9399.0,790.0
2023-08-07 02:00:00,27863.0,34949.0,11655.0,1030.0,4.0,9344.0,784.0
2023-08-07 03:00:00,26541.0,32796.0,11655.0,561.0,1.0,9625.0,770.0
2023-08-07 04:00:00,25038.0,30360.0,11658.0,520.0,1.0,9447.0,769.0
2023-08-07 05:00:00,23857.0,28552.0,11666.0,461.0,1.0,7858.0,789.0
2023-08-07 06:00:00,22737.0,27609.0,11668.0,425.0,1.0,7050.0,678.0
2023-08-07 07:00:00,21233.0,27002.0,11671.0,423.0,1.0,6422.0,585.0
2023-08-07 08:00:00,20300.0,26730.0,11677.0,424.0,1.0,5542.0,598.0
2023-08-07 09:00:00,19747.0,26423.0,11681.0,429.0,1.0,5652.0,597.0
2023-08-07 10:00:00,19938.0,26439.0,11691.0,451.0,1.0,6083.0,601.0
2023-08-07 11:00:00,22011.0,27414.0,11689.0,468.0,1.0,6484.0,582.0
2023-08-07 12:00:00,23573.0,28437.0,11695.0,478.0,43.0,6554.0,587.0
2023-08-07 13:00:00,24300.0,29399.0,11701.0,467.0,434.0,6624.0,595.0
2023-08-07 14:00:00,25808.0,31194.0,11700.0,476.0,966.0,5675.0,599.0
2023-08-07 15:00:00,27569.0,33367.0,11694.0,470.0,1454.0,4308.0,596.0
2023-08-07 16:00:00,28820.0,34738.0,11691.0,470.0,1689.0,4136.0,593.0
2023-08-07 17:00:00,29620.0,36777.0,11694.0,596.0,1736.0,3968.0,615.0
2023-08-07 18:00:00,29972.0,38051.0,11692.0,2333.0,1902.0,3543.0,622.0
2023-08-07 19:00:00,30514.0,39909.0,11688.0,2351.0,1968.0,3654.0,624.0
2023-08-07 20:00:00,30573.0,40514.0,11682.0,2547.0,2185.0,4066.0,621.0
2023-08-07 21:00:00,30298.0,41145.0,11678.0,2702.0,2353.0,4797.0,623.0
2023-08-07 22:00:00,30249.0,41250.0,11677.0,2925.0,2174.0,4948.0,637.0
2023-08-07 23:00:00,30655.0,41435.0,11676.0,3097.0,1993.0,4232.0,657.0
