Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43680,2023-12-26 00:00:00,287.52,2039.0,262.0,3003.0,3.0,309.0,0.0,175.0,272.0,332.0
43681,2023-12-26 01:00:00,282.55,2008.0,262.0,3032.0,3.0,324.0,0.0,189.0,272.0,330.0
43682,2023-12-26 02:00:00,281.41,1969.0,263.0,3037.0,1.0,246.0,0.0,219.0,272.0,328.0
43683,2023-12-26 03:00:00,286.63,2036.0,264.0,3069.0,2.0,201.0,0.0,224.0,274.0,326.0
43684,2023-12-26 04:00:00,287.45,2059.0,267.0,3082.0,3.0,201.0,0.0,232.0,273.0,325.0
43685,2023-12-26 05:00:00,289.24,2074.0,275.0,3081.0,2.0,203.0,0.0,235.0,275.0,345.0
43686,2023-12-26 06:00:00,282.67,2025.0,274.0,3111.0,2.0,233.0,15.0,223.0,282.0,347.0
43687,2023-12-26 07:00:00,272.93,2016.0,266.0,3175.0,1.0,325.0,57.0,244.0,276.0,347.0
43688,2023-12-26 08:00:00,268.95,2041.0,273.0,3247.0,0.0,275.0,180.0,250.0,273.0,348.0
43689,2023-12-26 09:00:00,265.26,2022.0,273.0,3296.0,1.0,239.0,237.0,241.0,274.0,349.0
43690,2023-12-26 10:00:00,264.26,2026.0,272.0,3310.0,1.0,217.0,274.0,234.0,283.0,347.0
43691,2023-12-26 11:00:00,269.55,2068.0,272.0,3325.0,2.0,217.0,212.0,228.0,281.0,351.0
43692,2023-12-26 12:00:00,270.26,2038.0,273.0,3331.0,1.0,203.0,154.0,227.0,274.0,350.0
43693,2023-12-26 13:00:00,270.53,2043.0,270.0,3330.0,2.0,253.0,93.0,227.0,273.0,337.0
43694,2023-12-26 14:00:00,270.86,2018.0,270.0,3357.0,2.0,255.0,33.0,208.0,274.0,341.0
43695,2023-12-26 15:00:00,276.77,2116.0,271.0,3353.0,3.0,292.0,13.0,220.0,282.0,346.0
43696,2023-12-26 16:00:00,275.17,2076.0,270.0,3348.0,2.0,285.0,0.0,222.0,277.0,349.0
43697,2023-12-26 17:00:00,278.21,2123.0,274.0,3350.0,3.0,314.0,0.0,198.0,285.0,355.0
43698,2023-12-26 18:00:00,282.87,2199.0,275.0,3366.0,3.0,314.0,0.0,202.0,286.0,361.0
43699,2023-12-26 19:00:00,283.37,2229.0,275.0,3397.0,3.0,317.0,0.0,205.0,286.0,360.0
43700,2023-12-26 20:00:00,281.48,2217.0,272.0,3439.0,3.0,314.0,0.0,191.0,283.0,356.0
43701,2023-12-26 21:00:00,280.59,2231.0,261.0,3446.0,4.0,314.0,0.0,200.0,284.0,331.0
43702,2023-12-26 22:00:00,281.31,2214.0,261.0,3452.0,4.0,263.0,0.0,199.0,283.0,331.0
43703,2023-12-26 23:00:00,276.71,2166.0,265.0,3469.0,4.0,284.0,0.0,199.0,279.0,331.0
