Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
37104,2023-03-27 00:00:00,2024-07-17 00:00:00,3.1,279.39,1549.0,281.0,3501.0,7.0,294.0,0.0,46.0,266.0,327.0
37105,2023-03-27 01:00:00,2024-07-17 00:00:00,3.1,277.34,1549.0,282.0,3502.0,8.0,293.0,0.0,98.0,267.0,328.0
37106,2023-03-27 02:00:00,2024-07-17 00:00:00,3.1,285.4,1680.0,289.0,3500.0,9.0,317.0,0.0,156.0,267.0,330.0
37107,2023-03-27 03:00:00,2024-07-17 00:00:00,3.1,305.91,1916.0,316.0,3502.0,18.0,301.0,0.0,160.0,270.0,336.0
37108,2023-03-27 04:00:00,2024-07-17 00:00:00,3.1,323.17,2194.0,296.0,3501.0,15.0,364.0,9.0,175.0,276.0,363.0
37109,2023-03-27 05:00:00,2024-07-17 00:00:00,3.1,322.78,2205.0,309.0,3502.0,11.0,386.0,24.0,172.0,269.0,364.0
37110,2023-03-27 06:00:00,2024-07-17 00:00:00,3.1,324.56,2233.0,317.0,3502.0,26.0,336.0,92.0,175.0,273.0,359.0
37111,2023-03-27 07:00:00,2024-07-17 00:00:00,3.1,317.4,2156.0,310.0,3503.0,12.0,232.0,179.0,217.0,272.0,355.0
37112,2023-03-27 08:00:00,2024-07-17 00:00:00,3.1,312.8,2227.0,326.0,3508.0,20.0,374.0,300.0,221.0,275.0,359.0
37113,2023-03-27 09:00:00,2024-07-17 00:00:00,3.1,302.19,2182.0,306.0,3509.0,12.0,393.0,493.0,206.0,276.0,359.0
37114,2023-03-27 10:00:00,2024-07-17 00:00:00,3.1,295.51,2056.0,300.0,3510.0,10.0,233.0,611.0,189.0,272.0,353.0
37115,2023-03-27 11:00:00,2024-07-17 00:00:00,3.1,295.61,2082.0,299.0,3510.0,13.0,241.0,664.0,181.0,268.0,351.0
37116,2023-03-27 12:00:00,2024-07-17 00:00:00,3.1,299.29,2145.0,300.0,3510.0,16.0,225.0,693.0,195.0,272.0,354.0
37117,2023-03-27 13:00:00,2024-07-17 00:00:00,3.1,292.41,2070.0,296.0,3511.0,7.0,294.0,682.0,180.0,266.0,359.0
37118,2023-03-27 14:00:00,2024-07-17 00:00:00,3.1,295.98,2098.0,295.0,3510.0,7.0,319.0,618.0,174.0,266.0,363.0
37119,2023-03-27 15:00:00,2024-07-17 00:00:00,3.1,297.74,2047.0,307.0,3510.0,9.0,384.0,372.0,200.0,269.0,364.0
37120,2023-03-27 16:00:00,2024-07-17 00:00:00,3.1,329.18,2306.0,311.0,3510.0,8.0,314.0,108.0,171.0,269.0,368.0
37121,2023-03-27 17:00:00,2024-07-17 00:00:00,3.1,316.04,2259.0,303.0,3514.0,14.0,680.0,13.0,150.0,265.0,373.0
37122,2023-03-27 18:00:00,2024-07-17 00:00:00,3.1,325.9,2213.0,317.0,3514.0,17.0,393.0,1.0,136.0,268.0,373.0
37123,2023-03-27 19:00:00,2024-07-17 00:00:00,3.1,320.32,2148.0,306.0,3512.0,9.0,404.0,0.0,135.0,266.0,369.0
37124,2023-03-27 20:00:00,2024-07-17 00:00:00,3.1,329.08,2215.0,293.0,3511.0,24.0,275.0,0.0,137.0,264.0,336.0
37125,2023-03-27 21:00:00,2024-07-17 00:00:00,3.1,321.52,2104.0,289.0,3515.0,9.0,233.0,0.0,143.0,263.0,331.0
37126,2023-03-27 22:00:00,2024-07-17 00:00:00,3.1,315.03,2022.0,291.0,3514.0,8.0,228.0,0.0,158.0,264.0,330.0
37127,2023-03-27 23:00:00,2024-07-17 00:00:00,3.1,319.66,2094.0,283.0,3513.0,5.0,228.0,0.0,167.0,264.0,331.0
