Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
35400,2023-01-15 00:00:00,288.21,1976.0,301.0,3957.0,7.0,230.0,0.0,240.0,277.0,297.0
35401,2023-01-15 01:00:00,289.42,2001.0,301.0,3957.0,7.0,229.0,0.0,257.0,277.0,297.0
35402,2023-01-15 02:00:00,288.49,1992.0,300.0,3954.0,5.0,224.0,0.0,265.0,280.0,295.0
35403,2023-01-15 03:00:00,289.18,1971.0,296.0,3953.0,4.0,181.0,0.0,245.0,278.0,295.0
35404,2023-01-15 04:00:00,292.1,2009.0,302.0,3954.0,5.0,180.0,0.0,248.0,280.0,296.0
35405,2023-01-15 05:00:00,293.24,2013.0,317.0,3953.0,6.0,189.0,0.0,256.0,287.0,315.0
35406,2023-01-15 06:00:00,294.9,2057.0,320.0,3954.0,7.0,245.0,4.0,247.0,280.0,319.0
35407,2023-01-15 07:00:00,318.63,2362.0,323.0,3954.0,7.0,200.0,11.0,218.0,280.0,326.0
35408,2023-01-15 08:00:00,333.83,2630.0,325.0,3954.0,10.0,266.0,46.0,173.0,289.0,332.0
35409,2023-01-15 09:00:00,336.27,2673.0,324.0,3954.0,9.0,239.0,76.0,176.0,288.0,333.0
35410,2023-01-15 10:00:00,335.99,2708.0,324.0,3952.0,8.0,308.0,93.0,155.0,287.0,333.0
35411,2023-01-15 11:00:00,335.83,2642.0,320.0,3950.0,8.0,195.0,96.0,159.0,282.0,325.0
35412,2023-01-15 12:00:00,329.26,2575.0,318.0,3948.0,6.0,237.0,79.0,188.0,280.0,319.0
35413,2023-01-15 13:00:00,330.24,2567.0,320.0,3949.0,8.0,238.0,52.0,179.0,283.0,322.0
35414,2023-01-15 14:00:00,337.32,2674.0,322.0,3951.0,6.0,244.0,16.0,197.0,279.0,328.0
35415,2023-01-15 15:00:00,342.27,2780.0,322.0,3954.0,7.0,274.0,4.0,212.0,279.0,330.0
35416,2023-01-15 16:00:00,338.09,2741.0,324.0,3956.0,7.0,345.0,1.0,199.0,279.0,336.0
35417,2023-01-15 17:00:00,337.38,2717.0,325.0,3957.0,7.0,348.0,0.0,180.0,279.0,337.0
35418,2023-01-15 18:00:00,334.35,2640.0,325.0,3958.0,7.0,320.0,0.0,165.0,280.0,336.0
35419,2023-01-15 19:00:00,334.51,2639.0,325.0,3959.0,7.0,314.0,0.0,167.0,279.0,338.0
35420,2023-01-15 20:00:00,336.04,2635.0,319.0,3956.0,6.0,252.0,0.0,170.0,278.0,327.0
35421,2023-01-15 21:00:00,336.6,2651.0,312.0,3958.0,6.0,241.0,0.0,159.0,280.0,304.0
35422,2023-01-15 22:00:00,309.38,2229.0,302.0,3962.0,6.0,240.0,0.0,144.0,276.0,299.0
35423,2023-01-15 23:00:00,308.5,2218.0,316.0,3962.0,5.0,241.0,0.0,156.0,276.0,301.0
