Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
35976,2023-02-10 00:00:00,2024-07-17 00:00:00,3.1,218.43,535.0,216.0
35977,2023-02-10 01:00:00,2024-07-17 00:00:00,3.1,222.39,520.0,216.0
35978,2023-02-10 02:00:00,2024-07-17 00:00:00,3.1,230.96,485.0,214.0
35979,2023-02-10 03:00:00,2024-07-17 00:00:00,3.1,229.2,491.0,214.0
35980,2023-02-10 04:00:00,2024-07-17 00:00:00,3.1,229.99,486.0,213.0
35981,2023-02-10 05:00:00,2024-07-17 00:00:00,3.1,210.66,485.0,185.0
35982,2023-02-10 06:00:00,2024-07-17 00:00:00,3.1,202.39,477.0,171.0
35983,2023-02-10 07:00:00,2024-07-17 00:00:00,3.1,238.46,368.0,171.0
35984,2023-02-10 08:00:00,2024-07-17 00:00:00,3.1,244.24,358.0,173.0
35985,2023-02-10 09:00:00,2024-07-17 00:00:00,3.1,242.97,359.0,172.0
35986,2023-02-10 10:00:00,2024-07-17 00:00:00,3.1,243.04,363.0,174.0
35987,2023-02-10 11:00:00,2024-07-17 00:00:00,3.1,246.82,360.0,177.0
35988,2023-02-10 12:00:00,2024-07-17 00:00:00,3.1,241.56,413.0,196.0
35989,2023-02-10 13:00:00,2024-07-17 00:00:00,3.1,192.25,673.0,223.0
35990,2023-02-10 14:00:00,2024-07-17 00:00:00,3.1,177.26,764.0,224.0
35991,2023-02-10 15:00:00,2024-07-17 00:00:00,3.1,198.6,649.0,226.0
35992,2023-02-10 16:00:00,2024-07-17 00:00:00,3.1,251.01,445.0,225.0
35993,2023-02-10 17:00:00,2024-07-17 00:00:00,3.1,211.23,590.0,226.0
35994,2023-02-10 18:00:00,2024-07-17 00:00:00,3.1,208.74,601.0,226.0
35995,2023-02-10 19:00:00,2024-07-17 00:00:00,3.1,210.0,598.0,227.0
35996,2023-02-10 20:00:00,2024-07-17 00:00:00,3.1,207.85,605.0,226.0
35997,2023-02-10 21:00:00,2024-07-17 00:00:00,3.1,206.75,610.0,226.0
35998,2023-02-10 22:00:00,2024-07-17 00:00:00,3.1,206.09,613.0,226.0
35999,2023-02-10 23:00:00,2024-07-17 00:00:00,3.1,204.59,620.0,226.0
