UTC time,nat_gas,nuclear,oil,solar,other
2023-12-27 00:00:00,9639.0,3775.0,0.0,0.0,3731.0
2023-12-27 01:00:00,9134.0,3776.0,0.0,0.0,3493.0
2023-12-27 02:00:00,8357.0,3776.0,0.0,0.0,3436.0
2023-12-27 03:00:00,7541.0,3777.0,0.0,0.0,3375.0
2023-12-27 04:00:00,6595.0,3779.0,0.0,0.0,3352.0
2023-12-27 05:00:00,5544.0,3779.0,0.0,0.0,3170.0
2023-12-27 06:00:00,4591.0,3776.0,0.0,0.0,2990.0
2023-12-27 07:00:00,3882.0,3780.0,0.0,0.0,2875.0
2023-12-27 08:00:00,3498.0,3781.0,0.0,0.0,2738.0
2023-12-27 09:00:00,3364.0,3782.0,0.0,0.0,2665.0
2023-12-27 10:00:00,3379.0,3782.0,0.0,0.0,2779.0
2023-12-27 11:00:00,3654.0,3782.0,0.0,0.0,2969.0
2023-12-27 12:00:00,4294.0,3780.0,0.0,0.0,3088.0
2023-12-27 13:00:00,4918.0,3781.0,0.0,82.0,3225.0
2023-12-27 14:00:00,5392.0,3779.0,0.0,708.0,3370.0
2023-12-27 15:00:00,5425.0,3777.0,0.0,1708.0,3290.0
2023-12-27 16:00:00,5163.0,3777.0,0.0,2611.0,3224.0
2023-12-27 17:00:00,5068.0,3775.0,0.0,3039.0,3203.0
2023-12-27 18:00:00,5149.0,3776.0,0.0,3143.0,3255.0
2023-12-27 19:00:00,5678.0,3774.0,0.0,2891.0,3223.0
2023-12-27 20:00:00,6416.0,3773.0,0.0,2332.0,3295.0
2023-12-27 21:00:00,7113.0,3772.0,0.0,1517.0,3503.0
2023-12-27 22:00:00,8103.0,3770.0,0.0,490.0,3616.0
2023-12-27 23:00:00,8471.0,3769.0,0.0,43.0,3724.0
