Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
35784,2023-02-16 00:00:00,2024-07-17 00:00:00,3.1,413.12,10452.0,3774.0,0.0,53.0,2544.0
35785,2023-02-16 01:00:00,2024-07-17 00:00:00,3.1,412.36,10346.0,3774.0,0.0,46.0,2519.0
35786,2023-02-16 02:00:00,2024-07-17 00:00:00,3.1,410.19,9565.0,3773.0,0.0,0.0,2550.0
35787,2023-02-16 03:00:00,2024-07-17 00:00:00,3.1,400.06,8877.0,3774.0,0.0,0.0,2221.0
35788,2023-02-16 04:00:00,2024-07-17 00:00:00,3.1,393.37,7687.0,3773.0,0.0,0.0,2270.0
35789,2023-02-16 05:00:00,2024-07-17 00:00:00,3.1,379.67,6549.0,3774.0,0.0,0.0,2076.0
35790,2023-02-16 06:00:00,2024-07-17 00:00:00,3.1,362.79,5719.0,3783.0,0.0,0.0,1778.0
35791,2023-02-16 07:00:00,2024-07-17 00:00:00,3.1,350.93,4968.0,3781.0,0.0,0.0,1692.0
35792,2023-02-16 08:00:00,2024-07-17 00:00:00,3.1,342.09,4663.0,3782.0,0.0,0.0,1561.0
35793,2023-02-16 09:00:00,2024-07-17 00:00:00,3.1,336.66,4549.0,3787.0,0.0,0.0,1464.0
35794,2023-02-16 10:00:00,2024-07-17 00:00:00,3.1,339.04,4656.0,3785.0,0.0,0.0,1482.0
35795,2023-02-16 11:00:00,2024-07-17 00:00:00,3.1,353.46,5230.0,3779.0,0.0,0.0,1663.0
35796,2023-02-16 12:00:00,2024-07-17 00:00:00,3.1,376.48,6302.0,3777.0,0.0,0.0,2044.0
35797,2023-02-16 13:00:00,2024-07-17 00:00:00,3.1,379.88,6908.0,3778.0,0.0,214.0,2189.0
35798,2023-02-16 14:00:00,2024-07-17 00:00:00,3.1,354.61,6880.0,3778.0,0.0,1243.0,2165.0
35799,2023-02-16 15:00:00,2024-07-17 00:00:00,3.1,333.93,7037.0,3775.0,0.0,2362.0,2184.0
35800,2023-02-16 16:00:00,2024-07-17 00:00:00,3.1,329.0,7403.0,3776.0,0.0,2877.0,2216.0
35801,2023-02-16 17:00:00,2024-07-17 00:00:00,3.1,331.26,7833.0,3772.0,0.0,3088.0,2291.0
35802,2023-02-16 18:00:00,2024-07-17 00:00:00,3.1,337.65,8398.0,3775.0,0.0,3144.0,2401.0
35803,2023-02-16 19:00:00,2024-07-17 00:00:00,3.1,347.79,8922.0,3776.0,0.0,3019.0,2593.0
35804,2023-02-16 20:00:00,2024-07-17 00:00:00,3.1,355.92,9323.0,3772.0,0.0,2866.0,2727.0
35805,2023-02-16 21:00:00,2024-07-17 00:00:00,3.1,365.2,9695.0,3773.0,0.0,2505.0,2762.0
35806,2023-02-16 22:00:00,2024-07-17 00:00:00,3.1,383.52,10548.0,3768.0,0.0,1787.0,2786.0
35807,2023-02-16 23:00:00,2024-07-17 00:00:00,3.1,410.0,11256.0,3764.0,0.0,592.0,2806.0
