Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
36792,2023-03-30 00:00:00,2024-07-17 00:00:00,3.1,422.61,12203.0,3730.0,0.0,114.0,2712.0
36793,2023-03-30 01:00:00,2024-07-17 00:00:00,3.1,424.14,11971.0,3726.0,0.0,0.0,2709.0
36794,2023-03-30 02:00:00,2024-07-17 00:00:00,3.1,414.75,11115.0,3727.0,0.0,0.0,2330.0
36795,2023-03-30 03:00:00,2024-07-17 00:00:00,3.1,399.54,10303.0,3730.0,0.0,0.0,1709.0
36796,2023-03-30 04:00:00,2024-07-17 00:00:00,3.1,381.85,8961.0,3731.0,0.0,0.0,1291.0
36797,2023-03-30 05:00:00,2024-07-17 00:00:00,3.1,369.9,7650.0,3733.0,0.0,0.0,1264.0
36798,2023-03-30 06:00:00,2024-07-17 00:00:00,3.1,360.52,6968.0,3739.0,0.0,0.0,1181.0
36799,2023-03-30 07:00:00,2024-07-17 00:00:00,3.1,351.72,6433.0,3740.0,0.0,0.0,1094.0
36800,2023-03-30 08:00:00,2024-07-17 00:00:00,3.1,347.12,6070.0,3742.0,0.0,0.0,1096.0
36801,2023-03-30 09:00:00,2024-07-17 00:00:00,3.1,347.28,6003.0,3742.0,0.0,0.0,1128.0
36802,2023-03-30 10:00:00,2024-07-17 00:00:00,3.1,354.15,6469.0,3742.0,0.0,0.0,1161.0
36803,2023-03-30 11:00:00,2024-07-17 00:00:00,3.1,366.32,7588.0,3741.0,0.0,0.0,1160.0
36804,2023-03-30 12:00:00,2024-07-17 00:00:00,3.1,372.13,8320.0,3742.0,0.0,42.0,1161.0
36805,2023-03-30 13:00:00,2024-07-17 00:00:00,3.1,349.49,7980.0,3742.0,0.0,953.0,1232.0
36806,2023-03-30 14:00:00,2024-07-17 00:00:00,3.1,314.79,7564.0,3742.0,0.0,2503.0,1254.0
36807,2023-03-30 15:00:00,2024-07-17 00:00:00,3.1,294.4,7653.0,3744.0,0.0,3454.0,1040.0
36808,2023-03-30 16:00:00,2024-07-17 00:00:00,3.1,291.42,7886.0,3742.0,0.0,3889.0,1072.0
36809,2023-03-30 17:00:00,2024-07-17 00:00:00,3.1,291.43,8359.0,3740.0,0.0,4020.0,920.0
36810,2023-03-30 18:00:00,2024-07-17 00:00:00,3.1,296.27,8854.0,3736.0,0.0,4004.0,874.0
36811,2023-03-30 19:00:00,2024-07-17 00:00:00,3.1,299.23,9392.0,3736.0,0.0,4042.0,771.0
36812,2023-03-30 20:00:00,2024-07-17 00:00:00,3.1,306.84,9824.0,3734.0,0.0,4046.0,918.0
36813,2023-03-30 21:00:00,2024-07-17 00:00:00,3.1,322.56,10496.0,3732.0,0.0,3626.0,1081.0
36814,2023-03-30 22:00:00,2024-07-17 00:00:00,3.1,338.62,11561.0,3732.0,0.0,2902.0,888.0
36815,2023-03-30 23:00:00,2024-07-17 00:00:00,3.1,370.03,12442.0,3734.0,0.0,1528.0,1033.0
