Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
40656,2023-09-07 00:00:00,2024-07-17 00:00:00,3.1,356.64,15364.0,3710.0,0.0,201.0,5448.0
40657,2023-09-07 01:00:00,2024-07-17 00:00:00,3.1,357.93,14849.0,3707.0,0.0,28.0,5333.0
40658,2023-09-07 02:00:00,2024-07-17 00:00:00,3.1,351.98,13946.0,3706.0,0.0,28.0,4766.0
40659,2023-09-07 03:00:00,2024-07-17 00:00:00,3.1,346.69,12333.0,3707.0,0.0,28.0,4412.0
40660,2023-09-07 04:00:00,2024-07-17 00:00:00,3.1,335.0,10870.0,3711.0,0.0,28.0,3634.0
40661,2023-09-07 05:00:00,2024-07-17 00:00:00,3.1,328.58,9552.0,3710.0,0.0,28.0,3379.0
40662,2023-09-07 06:00:00,2024-07-17 00:00:00,3.1,324.42,8543.0,3709.0,0.0,28.0,3284.0
40663,2023-09-07 07:00:00,2024-07-17 00:00:00,3.1,321.54,7806.0,3712.0,0.0,28.0,3252.0
40664,2023-09-07 08:00:00,2024-07-17 00:00:00,3.1,318.19,7409.0,3719.0,0.0,28.0,3148.0
40665,2023-09-07 09:00:00,2024-07-17 00:00:00,3.1,315.34,7291.0,3729.0,0.0,28.0,3028.0
40666,2023-09-07 10:00:00,2024-07-17 00:00:00,3.1,318.31,7588.0,3730.0,0.0,28.0,3132.0
40667,2023-09-07 11:00:00,2024-07-17 00:00:00,3.1,321.78,8360.0,3732.0,0.0,28.0,3186.0
40668,2023-09-07 12:00:00,2024-07-17 00:00:00,3.1,321.1,8646.0,3733.0,0.0,107.0,3191.0
40669,2023-09-07 13:00:00,2024-07-17 00:00:00,3.1,305.34,8913.0,3733.0,0.0,969.0,3187.0
40670,2023-09-07 14:00:00,2024-07-17 00:00:00,3.1,284.19,9253.0,3733.0,0.0,2276.0,3142.0
40671,2023-09-07 15:00:00,2024-07-17 00:00:00,3.1,273.66,10070.0,3732.0,0.0,3340.0,3203.0
40672,2023-09-07 16:00:00,2024-07-17 00:00:00,3.1,278.7,11395.0,3730.0,0.0,3831.0,3601.0
40673,2023-09-07 17:00:00,2024-07-17 00:00:00,3.1,289.48,12826.0,3728.0,0.0,3709.0,3923.0
40674,2023-09-07 18:00:00,2024-07-17 00:00:00,3.1,295.82,14248.0,3726.0,0.0,3604.0,3981.0
40675,2023-09-07 19:00:00,2024-07-17 00:00:00,3.1,300.64,14824.0,3724.0,0.0,3544.0,4217.0
40676,2023-09-07 20:00:00,2024-07-17 00:00:00,3.1,311.76,15137.0,3722.0,0.0,3159.0,4800.0
40677,2023-09-07 21:00:00,2024-07-17 00:00:00,3.1,320.0,15419.0,3719.0,0.0,2758.0,5105.0
40678,2023-09-07 22:00:00,2024-07-17 00:00:00,3.1,330.18,15497.0,3716.0,0.0,2198.0,5455.0
40679,2023-09-07 23:00:00,2024-07-17 00:00:00,3.1,345.79,15636.0,3714.0,0.0,1017.0,5486.0
