Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
40440,2023-08-29 00:00:00,2024-07-17 00:00:00,3.1,453.65,15004.0,3697.0,0.0,138.0,4643.0
40441,2023-08-29 01:00:00,2024-07-17 00:00:00,3.1,451.74,15047.0,3700.0,0.0,28.0,4281.0
40442,2023-08-29 02:00:00,2024-07-17 00:00:00,3.1,446.93,14194.0,3698.0,0.0,28.0,3984.0
40443,2023-08-29 03:00:00,2024-07-17 00:00:00,3.1,441.78,12914.0,3693.0,0.0,28.0,3778.0
40444,2023-08-29 04:00:00,2024-07-17 00:00:00,3.1,436.02,11412.0,3693.0,0.0,28.0,3640.0
40445,2023-08-29 05:00:00,2024-07-17 00:00:00,3.1,427.88,9990.0,3699.0,0.0,28.0,3412.0
40446,2023-08-29 06:00:00,2024-07-17 00:00:00,3.1,420.54,9313.0,3702.0,0.0,28.0,3135.0
40447,2023-08-29 07:00:00,2024-07-17 00:00:00,3.1,416.45,8615.0,3703.0,0.0,28.0,3084.0
40448,2023-08-29 08:00:00,2024-07-17 00:00:00,3.1,414.37,8099.0,3703.0,0.0,28.0,3108.0
40449,2023-08-29 09:00:00,2024-07-17 00:00:00,3.1,414.22,8022.0,3706.0,0.0,28.0,3125.0
40450,2023-08-29 10:00:00,2024-07-17 00:00:00,3.1,417.78,8489.0,3705.0,0.0,28.0,3192.0
40451,2023-08-29 11:00:00,2024-07-17 00:00:00,3.1,423.14,9282.0,3706.0,0.0,28.0,3300.0
40452,2023-08-29 12:00:00,2024-07-17 00:00:00,3.1,424.91,9781.0,3708.0,0.0,131.0,3432.0
40453,2023-08-29 13:00:00,2024-07-17 00:00:00,3.1,411.16,10514.0,3708.0,0.0,903.0,3399.0
40454,2023-08-29 14:00:00,2024-07-17 00:00:00,3.1,399.3,11528.0,3706.0,0.0,1782.0,3396.0
40455,2023-08-29 15:00:00,2024-07-17 00:00:00,3.1,393.42,12554.0,3707.0,0.0,2405.0,3390.0
40456,2023-08-29 16:00:00,2024-07-17 00:00:00,3.1,388.17,13401.0,3705.0,0.0,2985.0,3378.0
40457,2023-08-29 17:00:00,2024-07-17 00:00:00,3.1,395.86,14502.0,3705.0,0.0,2821.0,3442.0
40458,2023-08-29 18:00:00,2024-07-17 00:00:00,3.1,408.39,15319.0,3705.0,0.0,2315.0,3634.0
40459,2023-08-29 19:00:00,2024-07-17 00:00:00,3.1,411.17,15606.0,3702.0,0.0,2098.0,3517.0
40460,2023-08-29 20:00:00,2024-07-17 00:00:00,3.1,420.98,15835.0,3702.0,0.0,1632.0,3708.0
40461,2023-08-29 21:00:00,2024-07-17 00:00:00,3.1,429.23,15961.0,3702.0,0.0,1136.0,3734.0
40462,2023-08-29 22:00:00,2024-07-17 00:00:00,3.1,430.79,15107.0,3701.0,0.0,875.0,3689.0
40463,2023-08-29 23:00:00,2024-07-17 00:00:00,3.1,434.71,14135.0,3704.0,0.0,482.0,3664.0
