UTC time,nuclear,hydro,solar,wind
2023-01-01 00:00:00,3005.0,373.0,0.0,46.0
2023-01-01 01:00:00,3009.0,349.0,0.0,50.0
2023-01-01 02:00:00,3009.0,336.0,0.0,55.0
2023-01-01 03:00:00,3009.0,322.0,0.0,48.0
2023-01-01 04:00:00,3008.0,325.0,0.0,44.0
2023-01-01 05:00:00,3007.0,321.0,0.0,46.0
2023-01-01 06:00:00,3006.0,322.0,0.0,47.0
2023-01-01 07:00:00,3008.0,320.0,2.0,49.0
2023-01-01 08:00:00,3006.0,345.0,59.0,46.0
2023-01-01 09:00:00,3006.0,324.0,171.0,41.0
2023-01-01 10:00:00,3002.0,316.0,510.0,33.0
2023-01-01 11:00:00,2997.0,354.0,600.0,32.0
2023-01-01 12:00:00,2996.0,351.0,605.0,37.0
2023-01-01 13:00:00,2994.0,412.0,482.0,42.0
2023-01-01 14:00:00,2993.0,424.0,224.0,41.0
2023-01-01 15:00:00,2994.0,479.0,26.0,42.0
2023-01-01 16:00:00,2996.0,456.0,0.0,42.0
2023-01-01 17:00:00,2997.0,547.0,0.0,47.0
2023-01-01 18:00:00,2999.0,580.0,0.0,48.0
2023-01-01 19:00:00,3003.0,449.0,0.0,50.0
2023-01-01 20:00:00,3012.0,328.0,0.0,45.0
2023-01-01 21:00:00,3010.0,333.0,0.0,41.0
2023-01-01 22:00:00,3010.0,348.0,0.0,41.0
2023-01-01 23:00:00,3009.0,350.0,0.0,47.0
