Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
38496,2023-05-24 00:00:00,16.66,1356.0,862.0,0.0,3.0
38497,2023-05-24 01:00:00,16.5,1355.0,817.0,0.0,5.0
38498,2023-05-24 02:00:00,16.87,1355.0,931.0,0.0,5.0
38499,2023-05-24 03:00:00,17.66,1355.0,1217.0,0.0,6.0
38500,2023-05-24 04:00:00,19.22,1356.0,1977.0,17.0,10.0
38501,2023-05-24 05:00:00,20.11,1355.0,2516.0,50.0,6.0
38502,2023-05-24 06:00:00,20.61,1355.0,2535.0,128.0,4.0
38503,2023-05-24 07:00:00,22.84,1355.0,1912.0,566.0,5.0
38504,2023-05-24 08:00:00,22.71,1354.0,1553.0,563.0,5.0
38505,2023-05-24 09:00:00,24.04,1353.0,1439.0,785.0,7.0
38506,2023-05-24 10:00:00,22.48,1354.0,1217.0,553.0,11.0
38507,2023-05-24 11:00:00,24.97,1355.0,940.0,932.0,12.0
38508,2023-05-24 12:00:00,24.9,1356.0,955.0,923.0,14.0
38509,2023-05-24 13:00:00,24.2,1356.0,904.0,812.0,13.0
38510,2023-05-24 14:00:00,24.87,1355.0,1233.0,926.0,9.0
38511,2023-05-24 15:00:00,23.47,1355.0,1990.0,678.0,9.0
38512,2023-05-24 16:00:00,22.56,1355.0,2500.0,483.0,10.0
38513,2023-05-24 17:00:00,22.17,1355.0,2978.0,368.0,8.0
38514,2023-05-24 18:00:00,21.05,1355.0,3070.0,139.0,10.0
38515,2023-05-24 19:00:00,20.27,1356.0,3013.0,6.0,18.0
38516,2023-05-24 20:00:00,19.8,1359.0,2573.0,0.0,24.0
38517,2023-05-24 21:00:00,18.85,1360.0,1848.0,0.0,24.0
38518,2023-05-24 22:00:00,19.06,1362.0,1972.0,0.0,17.0
38519,2023-05-24 23:00:00,17.93,1363.0,1360.0,0.0,24.0
