UTC time,nuclear,hydro,solar,wind
2023-04-24 00:00:00,2999.0,472.0,0.0,41.0
2023-04-24 01:00:00,2999.0,485.0,0.0,40.0
2023-04-24 02:00:00,3000.0,519.0,0.0,38.0
2023-04-24 03:00:00,3000.0,592.0,0.0,39.0
2023-04-24 04:00:00,2999.0,645.0,0.0,42.0
2023-04-24 05:00:00,2999.0,1529.0,51.0,38.0
2023-04-24 06:00:00,2999.0,1532.0,305.0,37.0
2023-04-24 07:00:00,3000.0,935.0,477.0,41.0
2023-04-24 08:00:00,3003.0,597.0,1018.0,32.0
2023-04-24 09:00:00,3002.0,521.0,2065.0,28.0
2023-04-24 10:00:00,3001.0,487.0,2193.0,31.0
2023-04-24 11:00:00,2999.0,495.0,1386.0,26.0
2023-04-24 12:00:00,2998.0,511.0,2875.0,26.0
2023-04-24 13:00:00,2998.0,471.0,1644.0,27.0
2023-04-24 14:00:00,2997.0,525.0,1193.0,23.0
2023-04-24 15:00:00,2994.0,618.0,799.0,20.0
2023-04-24 16:00:00,2993.0,720.0,370.0,22.0
2023-04-24 17:00:00,2993.0,1507.0,301.0,22.0
2023-04-24 18:00:00,2994.0,1814.0,29.0,23.0
2023-04-24 19:00:00,2997.0,1591.0,0.0,32.0
2023-04-24 20:00:00,2998.0,985.0,0.0,22.0
2023-04-24 21:00:00,2999.0,555.0,0.0,19.0
2023-04-24 22:00:00,3001.0,472.0,0.0,21.0
2023-04-24 23:00:00,3002.0,439.0,0.0,19.0
