,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,423.4,11541.0,46713.0,4934.0,190.0,9363.0,5143.0,293.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,448.7,11804.0,47176.0,4936.0,211.0,3571.0,6405.0,634.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,451.13,11181.0,46003.0,4938.0,182.0,124.0,8525.0,547.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,415.97,10466.0,40074.0,4940.0,39.0,0.0,12955.0,218.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,383.29,9255.0,33997.0,4941.0,6.0,0.0,15769.0,120.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,358.16,7911.0,29727.0,4942.0,6.0,0.0,16975.0,97.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,332.08,7025.0,25429.0,4943.0,6.0,0.0,18340.0,79.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,317.47,5946.0,23744.0,4944.0,6.0,0.0,18283.0,80.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,311.71,5769.0,22124.0,4946.0,6.0,0.0,18018.0,65.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,312.75,5626.0,21584.0,4946.0,25.0,1.0,17294.0,88.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,321.41,5717.0,21947.0,4947.0,8.0,1.0,16266.0,85.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,335.63,5792.0,23915.0,4948.0,6.0,1.0,15170.0,85.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,347.71,5796.0,26151.0,4949.0,6.0,2.0,14327.0,84.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,342.22,5799.0,25732.0,4950.0,6.0,1242.0,13928.0,128.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,327.34,5801.0,25534.0,4952.0,6.0,7470.0,10655.0,85.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,321.22,5995.0,26946.0,4950.0,6.0,11906.0,8907.0,121.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,329.69,7170.0,29311.0,4950.0,6.0,13087.0,9316.0,147.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,364.21,9864.0,33295.0,4949.0,20.0,13425.0,7614.0,121.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,395.61,10857.0,40027.0,4948.0,28.0,13271.0,4883.0,176.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,415.48,11503.0,45021.0,4947.0,70.0,12948.0,3152.0,305.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,425.06,11862.0,48070.0,4945.0,96.0,12140.0,2872.0,283.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,422.72,12132.0,49103.0,4944.0,116.0,11427.0,4402.0,295.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,418.71,12123.0,49472.0,4943.0,126.0,11272.0,5474.0,402.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,420.63,12239.0,49849.0,4940.0,165.0,10727.0,5681.0,339.0
