Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,305.54,5285.0,5901.0,7165.0,1926.0,27.0,14.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,304.72,5046.0,5883.0,7159.0,1652.0,0.0,13.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,294.08,4540.0,5107.0,7162.0,1360.0,0.0,11.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,274.11,3739.0,4377.0,7166.0,1006.0,0.0,12.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,273.75,3628.0,3073.0,7180.0,357.0,0.0,11.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,268.18,3331.0,2783.0,7179.0,0.0,0.0,12.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,268.58,3341.0,2776.0,7175.0,0.0,0.0,12.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,262.07,3175.0,2744.0,7177.0,0.0,0.0,12.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,251.41,2899.0,2752.0,7178.0,0.0,0.0,12.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,248.6,2853.0,2655.0,7180.0,0.0,0.0,11.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,250.05,2897.0,2624.0,7181.0,0.0,0.0,11.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,259.13,3111.0,2705.0,7184.0,0.0,0.0,11.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,262.49,3209.0,2743.0,7183.0,0.0,37.0,12.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,263.23,3304.0,2784.0,7179.0,0.0,200.0,12.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,266.83,3474.0,2939.0,7177.0,0.0,395.0,13.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,275.6,3757.0,3316.0,7167.0,0.0,585.0,12.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,283.16,3995.0,3723.0,7168.0,0.0,715.0,13.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,290.14,4299.0,4190.0,7158.0,213.0,757.0,13.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,307.02,4833.0,4901.0,7153.0,299.0,696.0,14.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,318.81,5467.0,5232.0,7156.0,616.0,644.0,13.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,320.36,5787.0,5315.0,7156.0,994.0,628.0,16.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,317.37,5812.0,5313.0,7159.0,1248.0,593.0,16.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,309.38,5798.0,5343.0,7154.0,1912.0,439.0,15.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,308.37,5776.0,5466.0,7163.0,2209.0,192.0,14.0
