Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
40536,2023-08-17 00:00:00,2024-07-17 00:00:00,3.1,336.81,4316.0,4949.0,7215.0,1563.0,57.0,15.0
40537,2023-08-17 01:00:00,2024-07-17 00:00:00,3.1,333.39,4085.0,4861.0,7218.0,1404.0,0.0,14.0
40538,2023-08-17 02:00:00,2024-07-17 00:00:00,3.1,329.01,4053.0,3863.0,7213.0,1085.0,0.0,15.0
40539,2023-08-17 03:00:00,2024-07-17 00:00:00,3.1,329.72,4042.0,2741.0,7214.0,440.0,0.0,15.0
40540,2023-08-17 04:00:00,2024-07-17 00:00:00,3.1,328.95,3791.0,2596.0,7210.0,0.0,0.0,15.0
40541,2023-08-17 05:00:00,2024-07-17 00:00:00,3.1,312.44,3373.0,2536.0,7215.0,0.0,0.0,14.0
40542,2023-08-17 06:00:00,2024-07-17 00:00:00,3.1,295.14,2966.0,2463.0,7213.0,0.0,0.0,14.0
40543,2023-08-17 07:00:00,2024-07-17 00:00:00,3.1,284.22,2783.0,2264.0,7212.0,0.0,0.0,15.0
40544,2023-08-17 08:00:00,2024-07-17 00:00:00,3.1,279.83,2698.0,2224.0,7210.0,0.0,0.0,15.0
40545,2023-08-17 09:00:00,2024-07-17 00:00:00,3.1,276.63,2631.0,2206.0,7205.0,0.0,0.0,15.0
40546,2023-08-17 10:00:00,2024-07-17 00:00:00,3.1,276.12,2605.0,2253.0,7213.0,0.0,0.0,15.0
40547,2023-08-17 11:00:00,2024-07-17 00:00:00,3.1,286.6,2749.0,2497.0,7212.0,0.0,0.0,15.0
40548,2023-08-17 12:00:00,2024-07-17 00:00:00,3.1,281.6,2642.0,2532.0,7210.0,0.0,53.0,15.0
40549,2023-08-17 13:00:00,2024-07-17 00:00:00,3.1,275.0,2587.0,2518.0,7210.0,0.0,269.0,16.0
40550,2023-08-17 14:00:00,2024-07-17 00:00:00,3.1,276.26,2706.0,2544.0,7207.0,0.0,500.0,12.0
40551,2023-08-17 15:00:00,2024-07-17 00:00:00,3.1,294.17,3181.0,2684.0,7209.0,43.0,635.0,14.0
40552,2023-08-17 16:00:00,2024-07-17 00:00:00,3.1,308.96,3548.0,3040.0,7208.0,111.0,749.0,16.0
40553,2023-08-17 17:00:00,2024-07-17 00:00:00,3.1,311.26,3973.0,3052.0,7202.0,725.0,788.0,17.0
40554,2023-08-17 18:00:00,2024-07-17 00:00:00,3.1,311.3,3913.0,3805.0,7207.0,1122.0,738.0,14.0
40555,2023-08-17 19:00:00,2024-07-17 00:00:00,3.1,314.69,3927.0,4478.0,7206.0,1331.0,765.0,13.0
40556,2023-08-17 20:00:00,2024-07-17 00:00:00,3.1,320.08,4052.0,4839.0,7203.0,1475.0,719.0,15.0
40557,2023-08-17 21:00:00,2024-07-17 00:00:00,3.1,325.91,4060.0,5198.0,7207.0,1370.0,673.0,16.0
40558,2023-08-17 22:00:00,2024-07-17 00:00:00,3.1,323.55,4048.0,5349.0,7210.0,1674.0,567.0,15.0
40559,2023-08-17 23:00:00,2024-07-17 00:00:00,3.1,325.08,4019.0,5566.0,7212.0,1889.0,307.0,15.0
