UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-06-29 00:00:00,2930.0,3381.0,0.0,1.0,0.0,448.0,233.0,392.0
2023-06-29 01:00:00,2914.0,3380.0,0.0,1.0,0.0,438.0,231.0,449.0
2023-06-29 02:00:00,2949.0,3381.0,0.0,2.0,0.0,292.3333333333333,230.0,446.0
2023-06-29 03:00:00,2917.0,3382.0,0.0,2.0,1.0,223.7777777777777,233.0,470.0
2023-06-29 04:00:00,2876.0,3380.0,0.0,3.0,92.0,218.88888888888889,232.0,605.0
2023-06-29 05:00:00,2895.0,3378.0,0.0,3.0,396.0,229.44444444444443,230.0,636.0
2023-06-29 06:00:00,2988.0,3379.0,0.0,2.0,807.0,246.22222222222223,233.0,630.0
2023-06-29 07:00:00,2657.0,3381.0,4.0,2.0,1339.0,256.1111111111111,227.0,601.0
2023-06-29 08:00:00,2438.0,3381.0,0.0,2.0,1958.0,300.55555555555554,229.0,565.0
2023-06-29 09:00:00,2614.0,3379.0,0.0,3.0,2055.0,375.27777777777777,237.0,547.0
2023-06-29 10:00:00,2596.0,3380.0,0.0,4.0,1941.0,456.1388888888889,234.0,522.0
2023-06-29 11:00:00,2322.0,3381.0,0.0,2.0,2037.0,454.56944444444446,233.0,523.0
2023-06-29 12:00:00,2231.0,3384.0,0.0,1.0,1974.0,536.7847222222222,231.0,532.0
2023-06-29 13:00:00,2353.0,3379.0,0.0,2.0,1888.0,565.8923611111111,243.0,535.0
2023-06-29 14:00:00,2712.0,3371.0,0.0,5.0,1544.0,640.9461805555555,238.0,580.0
2023-06-29 15:00:00,3195.0,3379.0,0.0,5.0,927.0,811.4730902777778,237.0,584.0
2023-06-29 16:00:00,3273.0,3386.0,0.0,4.0,537.0,984.7365451388888,242.0,571.0
2023-06-29 17:00:00,3285.0,3390.0,0.0,2.0,299.0,830.5788483796296,254.0,586.0
2023-06-29 18:00:00,3339.0,3390.0,0.0,2.0,128.0,396.0,260.0,571.0
2023-06-29 19:00:00,3344.0,3383.0,0.0,5.0,24.0,639.0,254.0,539.0
2023-06-29 20:00:00,3359.0,3388.0,0.0,6.0,0.0,811.5,264.0,494.0
2023-06-29 21:00:00,3232.0,3398.0,0.0,6.0,0.0,833.25,264.0,441.0
2023-06-29 22:00:00,2419.0,3402.0,0.0,5.0,0.0,572.0833333333334,260.0,417.0
2023-06-29 23:00:00,2165.0,3406.0,0.0,5.0,0.0,160.0,262.0,413.0
