Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
37464,2023-04-11 00:00:00,2024-07-17 00:00:00,3.1,107.47,841.0,3313.0,0.0,42.0,0.0,3738.0,316.0,540.0
37465,2023-04-11 01:00:00,2024-07-17 00:00:00,3.1,111.37,889.0,3311.0,0.0,42.0,0.0,3717.0,313.0,564.0
37466,2023-04-11 02:00:00,2024-07-17 00:00:00,3.1,110.65,862.0,3312.0,0.0,40.0,0.0,3689.0,312.0,566.0
37467,2023-04-11 03:00:00,2024-07-17 00:00:00,3.1,116.05,868.0,3313.0,0.0,41.0,0.0,3554.0,314.0,619.0
37468,2023-04-11 04:00:00,2024-07-17 00:00:00,3.1,119.25,962.0,3310.0,0.0,39.0,0.0,3428.0,312.0,583.0
37469,2023-04-11 05:00:00,2024-07-17 00:00:00,3.1,125.24,990.0,3310.0,0.0,40.0,174.0,3228.0,312.0,640.0
37470,2023-04-11 06:00:00,2024-07-17 00:00:00,3.1,123.63,988.0,3309.0,7.0,41.0,1083.0,3047.0,307.0,700.0
37471,2023-04-11 07:00:00,2024-07-17 00:00:00,3.1,116.2,960.0,3311.0,9.0,42.0,2299.0,2889.0,306.0,716.0
37472,2023-04-11 08:00:00,2024-07-17 00:00:00,3.1,112.85,947.0,3307.0,0.0,43.0,3384.0,2640.0,302.0,755.0
37473,2023-04-11 09:00:00,2024-07-17 00:00:00,3.1,107.69,859.0,3308.0,0.0,43.0,3884.0,2542.0,310.0,748.0
37474,2023-04-11 10:00:00,2024-07-17 00:00:00,3.1,112.64,881.0,3305.0,0.0,43.0,3928.0,2091.0,305.0,760.0
37475,2023-04-11 11:00:00,2024-07-17 00:00:00,3.1,116.56,857.0,3304.0,0.0,43.0,3588.0,1822.0,299.0,762.0
37476,2023-04-11 12:00:00,2024-07-17 00:00:00,3.1,113.89,862.0,3306.0,0.0,42.0,3539.0,2061.0,302.0,746.0
37477,2023-04-11 13:00:00,2024-07-17 00:00:00,3.1,119.36,896.0,3297.0,0.0,39.0,3134.0,1839.0,302.0,731.0
37478,2023-04-11 14:00:00,2024-07-17 00:00:00,3.1,119.98,895.0,3297.0,0.0,37.0,2414.0,2223.0,309.0,720.0
37479,2023-04-11 15:00:00,2024-07-17 00:00:00,3.1,129.2,1035.0,3299.0,0.0,37.0,1264.0,2734.0,309.0,728.0
37480,2023-04-11 16:00:00,2024-07-17 00:00:00,3.1,164.79,1543.0,3298.0,0.0,38.0,609.0,2239.0,309.0,756.0
37481,2023-04-11 17:00:00,2024-07-17 00:00:00,3.1,195.74,2175.0,3299.0,0.0,38.0,157.0,2172.0,316.0,767.0
37482,2023-04-11 18:00:00,2024-07-17 00:00:00,3.1,191.73,2220.0,3299.0,0.0,40.0,4.0,2515.0,312.0,749.0
37483,2023-04-11 19:00:00,2024-07-17 00:00:00,3.1,191.3,2210.0,3299.0,0.0,41.0,0.0,2611.0,316.0,780.0
37484,2023-04-11 20:00:00,2024-07-17 00:00:00,3.1,177.35,2139.0,3299.0,0.0,41.0,0.0,3185.0,316.0,758.0
37485,2023-04-11 21:00:00,2024-07-17 00:00:00,3.1,154.68,1767.0,3299.0,0.0,41.0,0.0,3537.0,314.0,675.0
37486,2023-04-11 22:00:00,2024-07-17 00:00:00,3.1,132.37,1163.0,3299.0,0.0,41.0,0.0,3588.0,313.0,688.0
37487,2023-04-11 23:00:00,2024-07-17 00:00:00,3.1,126.56,1129.0,3299.0,0.0,41.0,0.0,3751.0,309.0,651.0
