Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
37248,2023-04-02 00:00:00,2024-07-17 00:00:00,3.1,74.18,258.0,0.0,642.0,147.0,564.0,48.0
37249,2023-04-02 01:00:00,2024-07-17 00:00:00,3.1,74.48,238.0,0.0,710.0,93.0,484.0,51.0
37250,2023-04-02 02:00:00,2024-07-17 00:00:00,3.1,55.31,138.0,0.0,907.0,38.0,310.0,50.0
37251,2023-04-02 03:00:00,2024-07-17 00:00:00,3.1,62.52,152.0,0.0,981.0,2.0,199.0,53.0
37252,2023-04-02 04:00:00,2024-07-17 00:00:00,3.1,60.21,155.0,0.0,1019.0,0.0,223.0,52.0
37253,2023-04-02 05:00:00,2024-07-17 00:00:00,3.1,58.55,134.0,0.0,1013.0,0.0,185.0,55.0
37254,2023-04-02 06:00:00,2024-07-17 00:00:00,3.1,61.48,126.0,0.0,897.0,0.0,178.0,53.0
37255,2023-04-02 07:00:00,2024-07-17 00:00:00,3.1,96.91,223.0,0.0,738.0,0.0,147.0,52.0
37256,2023-04-02 08:00:00,2024-07-17 00:00:00,3.1,132.37,260.0,0.0,522.0,0.0,132.0,56.0
37257,2023-04-02 09:00:00,2024-07-17 00:00:00,3.1,141.7,260.0,0.0,434.0,0.0,150.0,54.0
37258,2023-04-02 10:00:00,2024-07-17 00:00:00,3.1,142.08,259.0,0.0,441.0,0.0,139.0,54.0
37259,2023-04-02 11:00:00,2024-07-17 00:00:00,3.1,123.99,260.0,0.0,556.0,0.0,149.0,52.0
37260,2023-04-02 12:00:00,2024-07-17 00:00:00,3.1,116.62,266.0,0.0,661.0,0.0,137.0,56.0
37261,2023-04-02 13:00:00,2024-07-17 00:00:00,3.1,108.6,282.0,0.0,789.0,0.0,126.0,55.0
37262,2023-04-02 14:00:00,2024-07-17 00:00:00,3.1,97.12,314.0,0.0,964.0,2.0,182.0,54.0
37263,2023-04-02 15:00:00,2024-07-17 00:00:00,3.1,85.51,269.0,0.0,980.0,50.0,174.0,54.0
37264,2023-04-02 16:00:00,2024-07-17 00:00:00,3.1,76.71,242.0,0.0,928.0,161.0,174.0,52.0
37265,2023-04-02 17:00:00,2024-07-17 00:00:00,3.1,51.49,123.0,0.0,950.0,209.0,151.0,54.0
37266,2023-04-02 18:00:00,2024-07-17 00:00:00,3.1,50.36,123.0,0.0,913.0,275.0,124.0,51.0
37267,2023-04-02 19:00:00,2024-07-17 00:00:00,3.1,62.73,126.0,0.0,640.0,294.0,116.0,53.0
37268,2023-04-02 20:00:00,2024-07-17 00:00:00,3.1,71.82,123.0,0.0,495.0,260.0,99.0,49.0
37269,2023-04-02 21:00:00,2024-07-17 00:00:00,3.1,75.24,122.0,0.0,465.0,260.0,85.0,50.0
37270,2023-04-02 22:00:00,2024-07-17 00:00:00,3.1,81.15,126.0,0.0,504.0,188.0,73.0,52.0
37271,2023-04-02 23:00:00,2024-07-17 00:00:00,3.1,74.17,141.0,0.0,613.0,214.0,73.0,50.0
