,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-25 00:00:00,2023-08-27 18:30:16,3.0,426.33,1114.0,186.0
1,2023-08-25 01:00:00,2023-08-27 18:30:16,3.0,439.19,1125.0,145.0
2,2023-08-25 02:00:00,2023-08-27 18:30:16,3.0,468.09,1120.0,58.0
3,2023-08-25 03:00:00,2023-08-27 18:30:16,3.0,473.77,1083.0,41.0
4,2023-08-25 04:00:00,2023-08-27 18:30:16,3.0,481.5,1078.0,21.0
5,2023-08-25 05:00:00,2023-08-27 18:30:16,3.0,486.14,1028.0,9.0
6,2023-08-25 06:00:00,2023-08-27 18:30:16,3.0,489.57,1029.0,1.0
7,2023-08-25 07:00:00,2023-08-27 18:30:16,3.0,490.0,977.0,0.0
8,2023-08-25 08:00:00,2023-08-27 18:30:16,3.0,490.0,770.0,0.0
9,2023-08-25 09:00:00,2023-08-27 18:30:16,3.0,490.0,680.0,0.0
10,2023-08-25 10:00:00,2023-08-27 18:30:16,3.0,490.0,604.0,0.0
11,2023-08-25 11:00:00,2023-08-27 18:30:16,3.0,490.0,581.0,0.0
12,2023-08-25 12:00:00,2023-08-27 18:30:16,3.0,490.0,644.0,0.0
13,2023-08-25 13:00:00,2023-08-27 18:30:16,3.0,490.0,651.0,0.0
14,2023-08-25 14:00:00,2023-08-27 18:30:16,3.0,451.12,658.0,63.0
15,2023-08-25 15:00:00,2023-08-27 18:30:16,3.0,394.31,595.0,163.0
16,2023-08-25 16:00:00,2023-08-27 18:30:16,3.0,357.84,535.0,226.0
17,2023-08-25 17:00:00,2023-08-27 18:30:16,3.0,364.56,670.0,263.0
18,2023-08-25 18:00:00,2023-08-27 18:30:16,3.0,372.21,700.0,252.0
19,2023-08-25 19:00:00,2023-08-27 18:30:16,3.0,373.85,705.0,249.0
20,2023-08-25 20:00:00,2023-08-27 18:30:16,3.0,409.55,947.0,209.0
21,2023-08-25 21:00:00,2023-08-27 18:30:16,3.0,423.68,1062.0,186.0
22,2023-08-25 22:00:00,2023-08-27 18:30:16,3.0,436.93,1093.0,148.0
23,2023-08-25 23:00:00,2023-08-27 18:30:16,3.0,449.41,1096.0,110.0
