,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,448.46,15582.0,3715.0,0.0,225.0,4234.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,450.18,15074.0,3714.0,0.0,28.0,4157.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,445.39,13869.0,3713.0,0.0,28.0,3934.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,439.65,12542.0,3713.0,0.0,28.0,3716.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,429.43,10829.0,3715.0,0.0,28.0,3347.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,420.12,9496.0,3720.0,0.0,28.0,3091.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,411.2,8506.0,3721.0,0.0,28.0,2858.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,403.86,7920.0,3722.0,0.0,28.0,2655.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,400.6,7458.0,3724.0,0.0,28.0,2640.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,399.61,7252.0,3724.0,0.0,28.0,2656.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,402.53,7609.0,3726.0,0.0,28.0,2688.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,408.42,8376.0,3728.0,0.0,28.0,2760.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,408.45,8799.0,3728.0,0.0,133.0,2774.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,389.92,9137.0,3729.0,0.0,1088.0,2806.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,367.51,9694.0,3727.0,0.0,2460.0,2800.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,359.9,10665.0,3731.0,0.0,3362.0,2850.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,364.8,11619.0,3727.0,0.0,3759.0,3169.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,372.68,12505.0,3725.0,0.0,3902.0,3529.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,386.59,13388.0,3722.0,0.0,3805.0,4178.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,393.15,14168.0,3721.0,0.0,3776.0,4434.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,397.9,14717.0,3718.0,0.0,3665.0,4544.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,407.42,15207.0,3714.0,0.0,3243.0,4744.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,418.69,15470.0,3711.0,0.0,2534.0,4810.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,439.48,15649.0,3709.0,0.0,1329.0,5064.0
