,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,335.43,16427.0,3730.0,0.0,1462.0,4899.0
1,2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,335.43,16427.0,3730.0,0.0,1462.0,4899.0
2,2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,335.43,16427.0,3730.0,0.0,1462.0,4899.0
3,2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,335.43,16427.0,3730.0,0.0,1462.0,4899.0
4,2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,332.01,5346.5,1869.5,0.0,14.0,1737.5
5,2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,332.01,10693.0,3739.0,0.0,28.0,3475.0
6,2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,324.23,9925.0,3743.0,0.0,28.0,3064.0
7,2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,318.18,9511.0,3744.0,0.0,28.0,2754.0
8,2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,315.72,9135.0,3745.0,0.0,28.0,2682.0
9,2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,314.18,8979.0,3745.0,0.0,28.0,2623.0
10,2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,315.84,9361.0,3746.0,0.0,28.0,2643.0
11,2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,320.45,9879.0,3746.0,0.0,28.0,2828.0
12,2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,318.85,10102.0,3748.0,0.0,176.0,2867.0
13,2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,301.71,10385.0,3748.0,0.0,1178.0,2843.0
14,2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,284.73,10994.0,3746.0,0.0,2475.0,2873.0
15,2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,275.5,11830.0,3745.0,0.0,3388.0,2829.0
16,2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,274.26,12571.0,3744.0,0.0,3988.0,3049.0
17,2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,280.56,13633.0,3742.0,0.0,4039.0,3273.0
18,2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,286.7,14453.0,3743.0,0.0,4031.0,3555.0
19,2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,293.72,15194.0,3740.0,0.0,3845.0,3800.0
20,2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,298.89,15347.0,3735.0,0.0,3840.0,4247.0
21,2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,309.9,15838.0,3731.0,0.0,3373.0,4714.0
22,2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,319.91,16014.0,3732.0,0.0,2686.0,4904.0
23,2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,335.43,16427.0,3730.0,0.0,1462.0,4899.0
